어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
화분-증,단어,한자어,花粉症,"한자 花粉症
","「명사」
","꽃가루가 점막을 자극함으로써 일어나는 알레르기. 결막염, 코염, 천식 따위의 증상이 나타난다.
"
화분^토기,구,한자어,花盆土器,"한자 花盆土器
","「품사 없음」
","화분처럼 넓은 아가리가 밖으로 말리면서 턱을 이루고, 밑이 납작바닥이나 들린바닥으로 된 토기. 청천강 이남에서 한강 이북의 서북 지방에 있는 초기 철기 시대의 유적에서 주로 나온다.
"
화분-학,단어,한자어,花粉學,"한자 花粉學
","「명사」
","공중에 흩어져 있거나 퇴적물 가운데 있는 홀씨나 화분, 또는 그 분포를 연구하는 학문.
"
화분-화,단어,한자어,花粉花,"한자 花粉花
","「명사」
","많은 화분이 꽃술에 있는 꽃. 수분의 형식에 따라 수매화, 충매화, 풍매화로 나눈다.
"
화분^화석학,구,한자어,花粉化石學,"한자 花粉化石學
","「품사 없음」
","공중에 흩어져 있거나 퇴적물 가운데 있는 홀씨, 화분, 미생물 또는 대형 생물의 현미경적 파편 따위의 화석을 화분 분석의 재료로 하여 연구하는 학문.
"
화불,단어,한자어,化佛,"한자 化佛
","「명사」
","「1」부처가 중생을 교화하기 위하여 여러 모습으로 변화하는 일. 또는 그 불신(佛身). 좁은 의미에서는 부처의 상호(相好)를 갖추지 않고 범부, 범천, 제석, 마왕 따위의 모습을 취하는 것을 뜻한다.
「2」정토종에서, 그 몸은 없으나 인연에 응하여 불보살의 신통력에 의하여 홀연히 환영처럼 나타나는 부처.
"
화불단행,단어,한자어,禍不單行,"한자 禍不單行
","「명사」
","재앙은 번번이 겹쳐 옴.
"
화불-하다,단어,혼종어,化佛하다,"한자 化佛
고유어 하다
","「동사」
","부처가 중생을 교화하기 위하여 여러 모습으로 변화하다. 좁은 의미에서는 부처의 상호(相好)를 갖추지 않고 범부, 범천, 제석, 마왕 따위의 모습을 취하는 일을 뜻한다.
"
화붕,단어,한자어,火棚,"한자 火棚
","「명사」
","조선 시대에, 대궐에서 불놀이를 하기 위하여 무대 모양으로 만든 대(臺).
"
화비(01),단어,한자어,化肥,"한자 化肥
","「명사」
","‘화학 비료’를 줄여 이르는 말.
"
화비(02),단어,한자어,靴篦,"한자 靴篦
","「명사」
","구두를 신을 때, 발이 잘 들어가도록 뒤축에 대는 도구. 작은 주걱 모양으로 생겼으며 나무나 쇠, 플라스틱 따위의 여러 재질과 크기로 만들어진다.
"
화빈-장,단어,한자어,火鑌匠,"한자 火鑌匠
","「명사」
","조선 시대에, 중앙 관아에 속하여 쇠붙이를 단련하는 일을 맡아 하던 사람.
"
화사(01),단어,한자어,化士,"한자 化士
","「명사」
","‘부처01’의 다른 이름. 중생을 교화하는 주인이라는 뜻이다.
"
화사(02),단어,한자어,化絲,"한자 化絲
","「명사」
","중생을 교화하는 일을 실로 고기를 낚음에 비유하여 이르는 말.
"
화사(03),단어,한자어,火事,"한자 火事
","「명사」
","불이 나는 재앙. 또는 불로 인한 재난.
"
화사(04),단어,한자어,花史,"한자 花史
","「명사」
","조선 시대에 지은 한문 가전체 작품. 꽃을 의인화한 작품으로, 계절에 따른 여러 꽃들을 충신, 간신, 역신 등으로 비유하여 국가의 흥망성쇠를 서술하였으며, 정치를 비판하였다. 작자는 임제(林梯), 노긍(盧兢)이라는 설이 있다.
"
화사(05),단어,한자어,花蛇,"한자 花蛇
","「명사」
","서정주가 지은 시. 뱀을 소재로 하여 원시적인 생명력에 대한 향수를 노래한 작품으로, 프랑스의 상징주의 시인 보들레르의 영향을 받아 쓴, 생명파를 대표하는 작품 가운데 하나이다.
"
화사(06),단어,한자어,花蛇,"한자 花蛇
","「명사」
","‘산무애뱀’을 한방에서 이르는 말. 풍병이나 문둥병을 다스리고, 강장제로 쓴다.
"
화사(07),단어,한자어,花絲,"한자 花絲
","「명사」
","수술의 꽃밥을 떠받치고 있는 가느다란 줄기.
"
화사(08),단어,한자어,花詞,"한자 花詞
","「명사」
","꽃의 특징에 따라 상징적인 의미를 부여한 말. 국가나 시대에 따라 조금씩 다르나 영국에서 사용하는 꽃말이 대표적이다. 장미는 사랑이나 아름다움, 백합은 순결, 월계수는 영광, 클로버는 행운을 나타내는 것 따위이다.
"
화사(09),단어,한자어,華奢,"한자 華奢
","「품사 없음」
","‘화사하다02’의 어근.
"
화사(10),단어,한자어,華辭,"한자 華辭
","「명사」
","아름답게 표현된 말.
"
화사(11),단어,한자어,畫史,"한자 畫史
","「명사」
","조선 시대에, 도화서에 속한 종팔품 동반(東班)의 잡직.
"
화사(12),단어,한자어,畫史,"한자 畫史
","「명사」
","중국 북송의 미불이 지은 화서(畫書). 실제로 본 육조 이래의 화적(畫跡)에 관하여 평론을 가하고, 표장(表裝)·인장(印章)·복제(服制) 따위에 관한 일이나 회화의 감상·수장(收藏)의 방법 따위에 관하여 논술하였다.
"
화사(13),단어,한자어,畫師,"한자 畫師
","「명사」
","예전에, ‘화가03’를 이르던 말.
"
화사(14),단어,한자어,禍事,"한자 禍事
","「명사」
","좋지 못한 일.
"
화사-석,단어,한자어,火舍石,"한자 火舍石
","「명사」
","석등(石燈)의 중대석(中臺石) 위에 있는, 등불을 밝히도록 된 부분.
"
화사-주,단어,한자어,花蛇酒,"한자 花蛇酒
","「명사」
","산무애뱀을 넣어 담근 지 스물하루 만에 뜨는 술. 모든 풍병과 악창(惡瘡)을 다스리는 데에 쓴다.
"
화사-집,단어,한자어,花蛇集,"한자 花蛇集
","「명사」
","1941년에 발표한 서정주의 첫 시집. <문둥이>, <화사>, <달밤>, <밤> 따위의 초기 시가 실려 있으며, 악마적이고 원색적인 시풍이 특징이다.
"
화사첨족,단어,한자어,畫蛇添足,"한자 畫蛇添足
","「명사」
","뱀을 다 그리고 나서 있지도 아니한 발을 덧붙여 그려 넣는다는 뜻으로, 쓸데없는 군짓을 하여 도리어 잘못되게 함을 이르는 말.
"
화사-하다(01),단어,혼종어,化絲하다,"한자 化絲
고유어 하다
","「동사」
","중생을 교화하다. 실로 고기를 낚음에 비유하여 이르는 말이다.
"
화사-하다(02),단어,혼종어,華奢하다,"한자 華奢
고유어 하다
","「형용사」
","화려하게 곱다.
"
화사-휘전,단어,한자어,畫史彙傳,"한자 畫史彙傳
","「명사」
","중국 청나라 때에 팽온찬(彭蘊燦)이 상고(上古)로부터 청나라 초기까지의 화가 약 7,500명의 소전과 전거를 모아 엮은 책.
"
화산(01),단어,한자어,火山,"한자 火山
","「명사」
","땅속에 있는 가스, 마그마 따위가 지각의 터진 틈을 통하여 지표로 분출하는 지점. 또는 그 결과로 생기는 구조. 분출물이 쌓여 생겨난 화산체(火山體), 폭발이나 함몰에 의하여 생기는 오목한 땅, 균열 따위의 지형을 만든다. 활화산, 휴화산, 사화산으로 나눈다.
"
화산(02),단어,한자어,火散,"한자 火散
","「명사」
","지노귀굿이나 오구굿 절차의 하나. 신단(神壇)을 꾸몄던 조화(造花), 등(燈), 죽은 이의 옷 따위를 태운다.
"
화산(03),단어,한자어,花山,"한자 花山
","「명사」
","꽃이 많이 피어 있는 산.
"
화산(04),단어,한자어,華山,"한자 華山
","「명사」
","경기도 화성시 화산동에 있는 산. 장조의 융릉(隆陵)과 정조의 건릉(健陵)이 있다.
"
화산(05),단어,한자어,華山,"한자 華山
","「명사」
","서울특별시의 북부와 경기도 고양시 사이에 있는 산. 백운대, 인수봉, 만경대의 세 봉우리가 있어 ‘삼각산’이라고도 한다. 산성(山城)과 이궁(離宮) 따위의 옛터가 남아 있다. 국립 공원의 하나이다. 높이는 837미터.
"
화산(06),단어,한자어,華山,"한자 華山
","「명사」
","‘화산산’을 우리 한자음으로 읽은 이름.
"
화산^가스,구,혼종어,火山gas,"한자 火山
영어 gas
","「품사 없음」
","화산에서 분출하는 가스. 수증기가 대부분이며 그 밖에 이산화 탄소, 이산화 황, 수소, 질소, 황화 수소 따위로 이루어진다.
"
화산^각력암,구,한자어,火山角礫巖,"한자 火山角礫巖
","「품사 없음」
","주로 지름이 64mm 이상인 화산암 조각으로 이루어진 암석.
"
화산-곱슬사초,단어,혼종어,火山곱슬莎草,"한자 火山
고유어 곱슬
한자 莎草
","「명사」
","사초과의 여러해살이풀. 줄기의 높이는 30~40cm이며, 줄기는 뿌리에서 뭉쳐나고 잎은 피침 모양으로 푸른 회색을 띤다. 꽃은 5~6월에 피고 열매는 수과(瘦果)로 8월에 익는다. 우리나라 중북부 지방에 분포한다.
"
화산^관측소,구,한자어,火山觀測所,"한자 火山觀測所
","「품사 없음」
","화산을 연구하거나 재해를 막기 위하여 화산 활동을 관찰·측정·기록하는 곳.
"
화산-구,단어,한자어,火山口,"한자 火山口
","「명사」
","화산체(火山體)의 일부에 열려 있는 용암과 화산 가스 따위의 분출구.
"
화산-군,단어,한자어,火山群,"한자 火山群
","「명사」
","분출 시대나 분출물의 성질이 비슷한 화산들이 한 지역에 모여 있는 것.
"
화산-니,단어,한자어,火山泥,"한자 火山泥
","「명사」
","화산재와 물의 혼합물. 부석(浮石)이나 화산재 따위가 바다 밑에 가라앉아 이룬 침전물을 이른다.
"
화산-대(01),단어,한자어,火山帶,"한자 火山帶
","「명사」
","화산이 띠 모양으로 분포한 지대. 환태평양 화산대와 지중해 화산대 따위가 있다.
"
화산-대(02),단어,한자어,火山臺,"한자 火山臺
","「명사」
","조선 시대에, 대궐에서 불놀이를 하기 위하여 무대 모양으로 만든 대(臺).
"
화산대^열도,구,한자어,火山帶列島,"한자 火山帶列島
","「품사 없음」
","화산대에 속하는 해저 화산이 폭발하여 생긴 열도. 쿠릴 열도, 이즈(伊豆) 열도 따위가 있다.
"
화산-도(01),단어,한자어,火山島,"한자 火山島
","「명사」
","섬 전체 또는 대부분이 해저 화산의 분출물이 쌓여서 이루어진 섬. 울릉도, 하와이 제도 따위가 있다.
"
화산-도(02),단어,한자어,火山道,"한자 火山道
","「명사」
","땅속에서 화구로 통하는, 화산 분출물의 통로.
"
화산-력,단어,한자어,火山礫,"한자 火山礫
","「명사」
","화산이 분출할 때에 터져 나오는 용암의 조각. 이미 굳어진 암석이 폭발하여 파괴된 것으로, 지름은 4~32mm이다.
"
화산-뢰,단어,한자어,火山雷,"한자 火山雷
","「명사」
","화산이 폭발할 때에 뿜어져 나온 연기 속에서 일어나는 불꽃 방전. 화산재나 그 밖의 고체가 마찰하여 일어난다.
"
화산-맥,단어,한자어,火山脈,"한자 火山脈
","「명사」
","같은 계통의 화산들이 잇대어 있는 산맥.
"
화산-모,단어,한자어,火山毛,"한자 火山毛
","「명사」
","화산에서 나온 유리질 용암이 날려서 머리털 모양으로 굳은 것.
"
화산^모래,구,혼종어,火山모래,"한자 火山
고유어 모래
","「품사 없음」
","화산에서 분출되는 용암의 부스러기 가운데 크기가 2~5mm인 알갱이.
"
화산-목,단어,혼종어,火山목,"한자 火山
고유어 목
","「명사」
","땅속에서 화구로 통하는, 화산 분출물의 통로.
"
화산^발전,구,한자어,火山發電,"한자 火山發電
","「품사 없음」
","화산 지대의 땅속에 구멍을 파서 분출하며 나오는 마그마로 물을 덥혀 그 증기로 터빈을 돌려 일으키는 발전.
"
화산^방출물,구,한자어,火山放出物,"한자 火山放出物
","「품사 없음」
","화구에서 터져 나오는 용암, 가스, 수증기 따위를 통틀어 이르는 말.
"
화산-별곡,단어,한자어,華山別曲,"한자 華山別曲
","「명사」
","조선 세종 때에 변계량이 지은 경기체가. 조선의 창업을 찬양한 노래로, 8장으로 되어 있으며, ≪악장가사≫에 실려 있다.
"
화산^분지,구,한자어,火山盆地,"한자 火山盆地
","「품사 없음」
","중심 화산이나 화산추의 꼭대기에 생긴 둥근 분지.
"
화산^분출물,구,한자어,火山噴出物,"한자 火山噴出物
","「품사 없음」
","화구에서 터져 나오는 용암, 가스, 수증기 따위를 통틀어 이르는 말.
"
화산-사,단어,한자어,火山沙/火山砂,"한자 火山沙
/(병기) /
한자 火山砂
","「명사」
","화산에서 분출되는 용암의 부스러기 가운데 크기가 2~5mm인 알갱이.
"
화산-산,단어,혼종어,Hwashan[華山]山,"안 밝힘 Hwashan[華山]
한자 山
","「명사」
","중국 오악(五嶽) 가운데 하나. 산시성(陝西省) 화인시(華陰市) 경내에 있으며 높이는 2,160미터.
"
화산-선계록,단어,한자어,華山仙界錄,"한자 華山仙界錄
","「명사」
","조선 시대의 대하 소설. 중국 당나라와 송나라를 배경으로, 화주(華州) 화산 밑 청운동(靑雲洞)에 사는 위복성(魏福星)의, 삼대에 걸친 자녀들의 결혼 과정과 일부다처 생활에서 벌어지는 여성들의 질투·갈등·음모를 중심으로 엮은 작품이며, 도교적 인생관을 드러내고 있다. 모두 80권 80책으로 되어 있다. 작가와 연대는 알 수 없다.
"
화산-설토,단어,한자어,火山屑土,"한자 火山屑土
","「명사」
","화산 폭발로 나온, 제법 크고 거친 물질들이 퇴적하여 생긴 토양. 화산성토에 속한다.
"
화산-섬,단어,혼종어,火山섬,"한자 火山
고유어 섬
","「명사」
","섬 전체 또는 대부분이 해저 화산의 분출물이 쌓여서 이루어진 섬. 울릉도, 하와이 제도 따위가 있다.
"
화산성^지진,구,한자어,火山性地震,"한자 火山性地震
","「품사 없음」
","화산 작용으로 생기는 지진. 보통 소규모이고 진원(震源)은 얕다.
"
화산성-토,단어,한자어,火山性土,"한자 火山性土
","「명사」
","화산의 분출이나 폭발로 방출·유출된 것을 모재(母材)로 하여 생긴 토양. 모재의 재료나 알갱이의 크기에 따라 화산설토, 화산회토, 화산 이류토, 부석토 따위로 나눈다.
"
화산^쇄설구,구,한자어,火山碎屑丘,"한자 火山碎屑丘
","「품사 없음」
","화산 쇄설물이 화구의 주위에 흘러내려 쌓여서 생긴, 끝머리가 잘린 원뿔 모양의 화산. 화산 쇄설물의 종류에 따라 분석구, 경석구, 화산회구로 나눈다.
"
화산^쇄설물,구,한자어,火山碎屑物,"한자 火山碎屑物
","「품사 없음」
","화산의 분화로 분출되는 고체 물질을 통틀어 이르는 말. 화산재, 부석(浮石), 암재(巖滓) 따위가 있다.
"
화산^쇄설물류,구,한자어,火山碎屑物流,"한자 火山碎屑物流
","「품사 없음」
","화산에서 분출한 화산 쇄설물과 화산 가스의 혼합물이 빠르게 흐르는 일. 열운(熱雲), 경석류(輕石流), 암재류(巖滓流), 화산재류 따위가 포함되는데, 흔히 큰 피해를 가져온다.
"
화산^쇄설암,구,한자어,火山碎屑巖,"한자 火山碎屑巖
","「품사 없음」
","화산 분출물이 쌓여 굳으면서 이루어진 암석을 통틀어 이르는 말. 화산력, 각력암, 응회암 따위로 나눈다.
"
화산^승화물,구,한자어,火山昇華物,"한자 火山昇華物
","「품사 없음」
","화산 지대의 분기공(噴氣孔) 둘레에 쌓인 광물을 통틀어 이르는 말. 화산 가스 속의 광물 성분이 압력과 온도의 저하, 공기에 의한 산화, 주변 광물과의 반응 따위로 인하여 고체로 굳어 생긴다. 황, 염화 암모늄, 붕산 따위가 있다.
"
화산-암,단어,한자어,火山巖,"한자 火山巖
","「명사」
","지상에 분출된 마그마가 급격히 식어서 굳어진 화성암의 하나. 급격히 굳었기 때문에 유리질이 섞인 석기(石基)로 된다.
"
화산암-경,단어,한자어,火山巖頸,"한자 火山巖頸
","「명사」
","화산의 화도(火道)에 차 있던 용암이나 쇄설암체가 굳어서, 그 주위의 다른 물질이 다 없어진 뒤에 지표에 남게 되는 돌출부. 대개 기둥 모양의 탑과 같은 지형을 이룬다.
"
화산암-괴,단어,한자어,火山巖塊,"한자 火山巖塊
","「명사」
","이미 굳어져 있던 암석이 화산의 폭발로 깨어진 조각. 지름이 32mm 이상인 것을 이른다.
"
화산^암설류,구,한자어,火山巖屑流,"한자 火山巖屑流
","「품사 없음」
","화산에서 분출한 화산 쇄설물과 화산 가스의 혼합물이 빠르게 흐르는 일. 열운(熱雲), 경석류(輕石流), 암재류(巖滓流), 화산재류 따위가 포함되는데, 흔히 큰 피해를 가져온다.
"
화산암-첨,단어,한자어,火山巖尖,"한자 火山巖尖
","「명사」
","거의 뭉쳐서 굳어진 용암이 화구 안에서 지표로 천천히 떠밀려 올라와 분화구 위에 기둥 모양으로 돌출한 것. 1902년 소앤틸리스 제도 마르티니크섬의 몽펠레 화산 활동 때에는 최고 300미터에 달했다.
"
화산^열도,구,한자어,火山列島,"한자 火山列島
","「품사 없음」
","여러 화산섬으로 이루어진 열도. 알류샨 열도가 대표적이다.
"
화산-운,단어,한자어,火山雲,"한자 火山雲
","「명사」
","화산 분화로 생긴 구름. 격렬한 상승 기류에 딸려 가며, 화산재를 포함하고 있는 짙은 구름이다.
"
화산-원,단어,한자어,火山源,"한자 火山源
","「명사」
","화산이 활동할 때에 분출하는 용암이 원래 들어 있던 땅속의 공간.
"
화산^유리,구,한자어,火山琉璃,"한자 火山琉璃
","「품사 없음」
","용암과 함께 굳어지기 전에 냉각되어 생긴 천연 유리. 시멘트 첨가제로 많이 쓰며 가벼운 골재, 보온재, 연마재 따위로 쓴다.
"
화산^이류,구,한자어,火山泥流,"한자 火山泥流
","「품사 없음」
","화산 쇄설물이 많은 물과 섞여 산 밑으로 빠르게 흘러 내려가는 일. 산꼭대기의 화구호가 무너지거나 화구 부근에 쌓여 있던 눈이 녹거나 하여 생기는데, 큰 피해를 입히는 경우도 있다.
"
화산^이류토,구,한자어,火山泥流土,"한자 火山泥流土
","「품사 없음」
","화산 이류로 생긴 토양. 화산성토에 속한다.
"
화산-일고,단어,한자어,花山逸稿,"한자 花山逸稿
","「명사」
","조선 성종 때, 권주(權柱)의 시문집. 시(詩), 서(序), 서(書), 잡저(雜著), 유묵(遺墨) 따위가 실려 있다. 현손 권구(權榘)가 엮고 정조 22년(1798)에 그 후손이 펴냈다. 1책의 인본(印本).
"
화산^작용,구,한자어,火山作用,"한자 火山作用
","「품사 없음」
","땅속 깊은 곳에 있는 마그마가 지표 또는 지표 가까이에서 일으키는 여러 가지 작용. 화성 활동의 하나로, 분화(噴火), 분기(噴氣), 분출물의 유출과 퇴적, 화산체의 형성, 화산성 지진의 발생, 지각의 변동 따위가 있다.
"
화산-재,단어,혼종어,火山재,"한자 火山
고유어 재
","「명사」
","화산에서 분출된 용암의 부스러기 가운데 크기가 4mm보다 작은 알갱이.
"
화산^전선,구,한자어,火山前線,"한자 火山前線
","「품사 없음」
","화산대에서 해구(海溝) 쪽 가장자리의 선. 이 선에 가까울수록 화산이 많이 분포한다.
"
화산^지진,구,한자어,火山地震,"한자 火山地震
","「품사 없음」
","화산 작용으로 생기는 지진. 보통 소규모이고 진원(震源)은 얕다.
"
화산^지형,구,한자어,火山地形,"한자 火山地形
","「품사 없음」
","화산 작용으로 생기는 지형을 통틀어 이르는 말.
"
화산-진,단어,한자어,火山塵,"한자 火山塵
","「명사」
","화산재 가운데 크기가 0.25mm보다 작은 부스러기. 큰 화산 폭발에서는 성층권까지 날아올라 지구를 도는 것도 있다.
"
화산-추,단어,한자어,火山錐,"한자 火山錐
","「명사」
","많은 양의 용암과 화산력, 화산사 따위가 계속 분출하여 쌓이면서 원뿔 모양을 이룬 지형.
"
화산-탄,단어,한자어,火山彈,"한자 火山彈
","「명사」
","화산에서 분출된 용암이 지름 32mm 이상의 원형이나 타원형으로 굳어진 덩어리.
"
화산-학,단어,한자어,火山學,"한자 火山學
","「명사」
","화산에 관하여 연구하는 학문. 지질학의 한 분야로 분화의 양식, 분출물, 형태, 구조, 성인(成因) 따위를 연구한다.
"
화산^현상,구,한자어,火山現象,"한자 火山現象
","「품사 없음」
","땅속 깊은 곳에 있는 마그마가 지표 또는 지표 가까이에서 일으키는 여러 가지 작용. 화성 활동의 하나로, 분화(噴火), 분기(噴氣), 분출물의 유출과 퇴적, 화산체의 형성, 화산성 지진의 발생, 지각의 변동 따위가 있다.
"
화산-호,단어,한자어,火山湖,"한자 火山湖
","「명사」
","화산 작용으로 생긴 화구 속에 물이 괴어 생긴 호수. 칼데라호, 화구원호, 화구호 따위로 나눈다.
"
화산^활동,구,한자어,火山活動,"한자 火山活動
","「품사 없음」
","땅속 깊은 곳에 있는 마그마가 지표 또는 지표 가까이에서 일으키는 여러 가지 작용. 화성 활동의 하나로, 분화(噴火), 분기(噴氣), 분출물의 유출과 퇴적, 화산체의 형성, 화산성 지진의 발생, 지각의 변동 따위가 있다.
"
화산-회,단어,한자어,火山灰,"한자 火山灰
","「명사」
","화산에서 분출된 용암의 부스러기 가운데 크기가 4mm보다 작은 알갱이.
"
화산회-토,단어,한자어,火山灰土,"한자 火山灰土
","「명사」
","화산재 따위가 바람에 날려 지표나 수중에 퇴적하여 생긴 토양. 화산성토에 속한다.
"
화산-흙,단어,혼종어,火山흙,"한자 火山
고유어 흙
","「명사」
","화산의 분출이나 폭발로 방출·유출된 것을 모재(母材)로 하여 생긴 토양. 모재의 재료나 알갱이의 크기에 따라 화산설토, 화산회토, 화산 이류토, 부석토 따위로 나눈다.
"
화살,단어,고유어,,,"「명사」
","활시위에 메겨서 당겼다가 놓으면 그 반동으로 멀리 날아가도록 만든 물건. 가는 대로 줄기를 삼고, 아래 끝에는 쇠로 만든 촉을 꽂으며 위쪽에는 세 줄로 새의 깃을 붙인다.
"
화살-곰취,단어,고유어,,,"「명사」
","국화과의 여러해살이풀. 줄기의 높이는 20~60cm이며, 잎은 어긋나고 세모 모양 또는 피침 모양이다. 7월에 노란색의 두상화(頭狀花)가 줄기 끝에 총상(總狀) 화서로 피고 열매는 수과(瘦果)를 맺는다. 깊은 산에서 자라는데 한국의 북부 지방과 만주 등지에 분포한다.
"
화살-기도,단어,혼종어,화살祈禱,"고유어 화살
한자 祈禱
","「명사」
","자녀로서 어버이에게 매달리듯, 하느님에게 순간적으로 느끼는 정과 바라는 생각을 바치는 기도.
"
화살-길,단어,고유어,,,"「명사」
","화살이 날아가는 길.
"
화살-나무,단어,고유어,,,"「명사」
","노박덩굴과의 낙엽 활엽 관목. 높이는 1~3미터이며, 잎은 마주나고 타원형 또는 도란형이다. 6월에 노란색을 띤 녹색 꽃이 취산(聚繖) 화서로 피고 열매는 삭과(蒴果)로 10월에 익는다. 줄기는 지팡이·화살을 만들며, 잔가지에 난 코르크질의 날개 같은 것은 약용하고 어린잎은 식용한다. 산기슭이나 산 중턱의 암석지에서 자라는데 한국, 일본, 사할린 등지에 분포한다.
"
화살-대,단어,고유어,,,"「명사」
","화살의 몸을 이루는 대.
"
화살-벌레,단어,고유어,,,"「명사」
","모악동물문에 속하는 용화살벌레, 연안화상벌레, 큰몸화살벌레, 두점박이화살벌레 따위를 통틀어 이르는 말. 몸의 길이는 1~2cm이고 길쭉하며, 몸의 옆과 꼬리 부분에 삼각형의 지느러미가 있어 화살 깃처럼 보인다. 배 가운데에 입이 있고 몸의 표면과 지느러미에는 촉모반(觸毛斑)이라는 촉각 기관이 있으며 등 쪽에는 섬모가 나 있다. 암수한몸으로 바다에서 부유 생활을 하는데 대양성 플랑크톤의 요소가 된다.
"
화살-사초,단어,혼종어,화살莎草,"고유어 화살
한자 莎草
","「명사」
","사초과의 여러해살이풀. 줄기의 높이는 30~70cm이며, 잎은 어긋나고 긴 칼 모양이다. 5~6월에 작은 수상화가 줄기 끝에 달리고 열매는 수과(瘦果)를 맺는다. 들의 그늘진 풀밭에서 자라는데 한국의 제주·전남, 일본, 중국 등지에 분포한다.
"
화살-시,단어,혼종어,화살矢,"고유어 화살
한자 矢
","「명사」
","한자 부수의 하나. ‘矣’, ‘短’ 따위에 쓰인 ‘矢’를 이른다.
"
화살-오징어,단어,고유어,,,"「명사」
","살오징어목 오징엇과의 연체동물. 몸은 가늘고 길며 뒤 끝에 세모난 지느러미가 있고 머리에 열 개의 다리가 붙어 있다. 우리나라 동해와 황해에 분포한다.
"
화살을 돌리다,관용구,,,,"「구」
","힐책이나 공격 따위를 다른 쪽으로 돌리다.
"
화살-자리,단어,고유어,,,"「명사」
","백조자리와 독수리자리 사이에 있는 화살 모양의 별자리. 9월 초순에 자오선을 통과하며, 밝은 별은 없으나 모양이 뚜렷하다.
"
화살-집,단어,고유어,,,"「명사」
","화살을 넣는 통. 가죽이나 대나무 따위로 만들며 뚜껑이 있다.
"
화살-촉,단어,혼종어,화살鏃,"고유어 화살
한자 鏃
","「명사」
","화살 끝에 박은 뾰족한 것. 쇠, 돌, 나무 따위로 만든다.
"
화살-통,단어,혼종어,화살筒,"고유어 화살
한자 筒
","「명사」
","화살을 넣는 통. 가죽이나 대나무 따위로 만들며 뚜껑이 있다.
"
화살-표,단어,혼종어,화살標,"고유어 화살
한자 標
","「명사」
","「1」문장에 쓰는 부호의 하나. ‘→’, ‘←’의 인쇄상의 이름이다.
「2」방향을 나타내는 데 쓰는 화살 모양의 표지.
"
화살-형,단어,혼종어,화살形,"고유어 화살
한자 形
","「명사」
","식물 잎 모양의 하나. 끝이 화살 모양으로 뾰족하고 잎몸과 잎자루가 붙은 부분이 날카롭게 갈라져 있다. 가는벗풀의 잎 따위가 있다.
"
화삼,단어,한자어,火蔘,"한자 火蔘
","「명사」
","마디풀과의 여러해살이풀. 높이는 1미터 정도로 속이 비어 있으며 잎의 길이는 25~30cm이고 달걀 모양이며 가장자리가 물결 모양으로 된다. 꽃은 황백색으로 7~8월에 피고, 열매는 수과(瘦果)이다. 뿌리는 약용한다. 만주, 몽골 등지에서 자란다.
"
화삽(01),단어,혼종어,火삽,"한자 火
고유어 삽
","「명사」
","아궁이나 화로의 재를 치거나, 숯불이나 불을 담아 옮기는 데 쓰는 조그마한 삽. 쇠붙이 따위로 네모가 지거나 둥글게 만들었는데, 바닥이 좀 우긋하고 자루가 달려 있다.
"
화삽(02),단어,한자어,畫翣,"한자 畫翣
","「명사」
","털 부채 모양의 그림을 그린 의장(儀仗).
"
화상(01),단어,한자어,化象,"한자 化象
","「명사」
","세상에 있는 모든 것. 또는 온갖 사물의 형상.
"
화상(02),단어,한자어,火床,"한자 火床
","「명사」
","보일러의 불을 때는 곳.
"
화상(03),단어,한자어,火傷,"한자 火傷
","「명사」
","높은 온도의 기체, 액체, 고체, 화염 따위에 데었을 때에 일어나는 피부의 손상. 경증(輕症)은 피부가 벌겋게 된 상태, 제1도는 물집이 생긴 상태, 제2도는 피부가 익어서 갈색이 된 상태, 제3도는 숯덩이같이 된 상태로 화상의 면적이 온몸의 30%에 이르면 생명이 위험하다.
"
화상(04),단어,한자어,和尙,"한자 和尙
","「명사」
","「1」수행을 많이 한 승려.
「2」‘승려01’를 높여 이르는 말.
"
화상(05),단어,한자어,華商,"한자 華商
","「명사」
","화교 상인.
"
화상(06),단어,한자어,畫商,"한자 畫商
","「명사」
","그림을 파는 장사. 또는 그런 장수.
"
화상(07),단어,한자어,畫想,"한자 畫想
","「명사」
","그림을 그리기 위한 화가의 착상이나 구상.
"
화상(08),단어,한자어,畫像,"한자 畫像
","「명사」
","「1」사람의 얼굴을 그림으로 그린 형상.
「2」‘얼굴’을 속되게 이르는 말.
「3」어떤 사람을 마땅치 아니하게 여기어 낮잡아 이르는 말.
「4」텔레비전 수상기의 화면에 나타나는 상.
"
화상-경,단어,한자어,畫像鏡,"한자 畫像鏡
","「명사」
","중국 후한(後漢)에서 육조 시대에 걸쳐 쓴 것으로 추측되는 금속 거울. 그 뒷면에는 중국 고대의 전설상의 인물이 새겨져 있다.
"
화상-곡,단어,한자어,華想曲,"한자 華想曲
","「명사」
","달콤한 정조를 가진, 자유 형식의 작은 악곡.
"
화상^공학,구,한자어,畫像工學,"한자 畫像工學
","「품사 없음」
","광학 사진·팩시밀리·텔레비전·인쇄 따위에서, 화상의 기록·처리·전송 따위를 다루는 학문. 광학의 한 분야이다.
"
화상-비,단어,한자어,畫像比,"한자 畫像比
","「명사」
","텔레비전 따위에서, 화면의 가로와 세로의 비율.
"
