어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
삼남삼도,단어,한자어,三南三道,"한자 三南三道
","「명사」
","충청도, 전라도, 경상도 세 지방을 통틀어 이르는 말.
"
삼남이,단어,고유어,,,"「명사」
","하인이 쓰는 모자의 하나. 대나무를 결어 만든다.
"
삼낳이,단어,고유어,,,"「명사」
","삼베를 낳는 일.
"
삼내,단어,한자어,三內,"한자 三內
","「명사」
","조선 시대에, 금군 칠번의 내금위를 구성하던 세 번(番) 가운데 하나.
"
삼녀,단어,한자어,三女,"한자 三女
","「명사」
","「1」셋째 딸.
「2」세 딸.
"
삼년,단어,한자어,三年,"한자 三年
","「명사」
","‘삼 학년’을 이르는 말.
"
삼년부조,단어,한자어,三年不弔,"한자 三年不弔
","「명사」
","삼년상을 치르는 상제는 상기(喪期) 삼 년 동안 남의 상사(喪事)에 조상하지 못하거나 아니함.
"
삼년불비,단어,한자어,三年不蜚,"한자 三年不蜚
","「명사」
","삼 년 동안이나 날지 않는다는 뜻으로, 훗날 웅비할 기회를 기다림을 이르는 말. 중국 초(楚)나라 장왕(莊王)이 삼 년 동안 정사를 돌보지 않고 지내는 것을 보고 오거(伍擧)가 간하자, 장왕이 이렇게 답했다고 한다.
"
삼년산성,단어,한자어,三年山城,"한자 三年山城
","「명사」
","충청북도 보은군 보은읍 북쪽 오항산(烏項山)에 있는 산성. 삼년산은 보은의 신라 때의 이름이며, 이 산성은 신라가 삼 년에 걸쳐 쌓았다고 한다. 우리나라 사적으로, 사적 정식 명칭은 ‘보은 삼년산성’이다.
"
삼년상,단어,한자어,三年喪,"한자 三年喪
","「명사」
","부모의 상을 당해 삼 년 동안 거상하는 일.
"
삼년초토,단어,한자어,三年草土,"한자 三年草土
","「명사」
","부모의 상을 당해 삼 년 동안 거상하는 일.
"
삼념가,단어,한자어,三念歌,"한자 三念歌
","「명사」
","당악 정재(呈才)인 육화대무에서 부르는 삼념시를 번역한 노래.
"
삼념시,단어,한자어,三念詩,"한자 三念詩
","「명사」
","당악 정재(呈才)인 육화대무에서 세 번째 부르는 노래의 가사. 한시(漢詩)와 번역시가 있다.
"
삼노,단어,고유어,,,"「명사」
","삼 껍질로 꼰 노끈. 매우 질기다.
"
삼노끈,단어,고유어,,,"「명사」
","삼 껍질로 꼰 노끈. 매우 질기다.
"
삼노두,단어,한자어,蔘蘆頭,"한자 蔘蘆頭
","「명사」
","인삼 대가리에 붙은 줄기의 밑동.
"
삼노팔리,단어,한자어,三奴八吏,"한자 三奴八吏
","「명사」
","종 출신의 세 집안과 아전 출신의 여덟 집안. 삼노는 정도전, 서기, 송익필의 집안이고, 팔리는 동래 정씨, 반남 박씨, 한산 이씨, 흥양 유씨, 진보 이씨, 여흥 이씨, 여산 송씨, 창녕 서씨의 집안이다. 모두 처음에는 종 또는 아전이었으나 뛰어난 자손의 덕으로 양반이 되었다.
"
삼농,단어,한자어,三農,"한자 三農
","「명사」
","「1」봄갈이, 여름 갈이, 추수로 이루어진 세 단계의 농사.
「2」‘농사01’를 달리 이르는 말.
「3」봄, 여름, 가을의 세 농사철.
「4」평지에서 짓는 농사, 산에서 짓는 농사, 소택지(沼澤地)에서 짓는 농사를 통틀어 이르는 말.
"
삼눈,단어,고유어,,,"「명사」
","눈망울에 삼이 생기어 몹시 쑤시고, 눈알이 붉어지는 병.
"
삼니움인,단어,혼종어,Samnium人,"안 밝힘 Samnium
한자 人
","「명사」
","고대 이탈리아반도의 주민. 높은 문화 수준을 보였으나 호전적이었으며, 기원전 88년에 로마인에게 멸망당하였다.
"
삼다,단어,한자어,三多,"한자 三多
","「명사」
","「1」좋은 글을 짓는 데 필요한 세 가지 방법. 많이 읽고, 많이 짓고, 많이 생각하는 것을 이른다.
「2」제주도에 바람, 여자, 돌의 세 가지가 많음을 이르는 말.
「3」다남(多男), 다복(多福), 다수(多壽)를 통틀어 이르는 말.
"
삼다도,단어,한자어,三多島,"한자 三多島
","「명사」
","바람, 여자, 돌의 세 가지가 많은 섬이라는 뜻으로, ‘제주도01’를 이르는 말.
"
삼다삼무도,단어,한자어,三多三無島,"한자 三多三無島
","「명사」
","‘제주도01’를 달리 이르는 말. 삼다도와 삼무도를 아울러 이르는 말이다.
"
삼단,단어,고유어,,,"「명사」
","삼을 묶은 단.
"
삼단도,단어,한자어,三段跳,"한자 三段跳
","「명사」
","육상 경기에서, 달음질하다가 한 발로 한 번 앙감질하고 다른 발로 땅을 디디고 멀리 뛰어 두 발을 모아 땅에 떨어지는 멀리뛰기.
"
삼단뛰기,단어,혼종어,三段뛰기,"한자 三段
고유어 뛰기
","「명사」
","육상 경기에서, 달음질하다가 한 발로 한 번 앙감질하고 다른 발로 땅을 디디고 멀리 뛰어 두 발을 모아 땅에 떨어지는 멀리뛰기.
"
삼단음,단어,한자어,三短音,"한자 三短音
","「명사」
","가야금의 열째 줄 이름.
"
삼단전,단어,한자어,三丹田,"한자 三丹田
","「명사」
","도가(道家)에서 말하는 상, 중, 하의 세 단전. 상단전은 뇌를, 중단전은 심장을, 하단전은 배꼽 아래를 이른다.
"
삼단패,단어,한자어,三段霸,"한자 三段霸
","「명사」
","바둑에서, 이단패(二段霸)보다 한 번을 더 이겨야 되는 패.
"
삼달,단어,한자어,三達,"한자 三達
","「명사」
","어떠한 경우에도 통하는 세 가지의 덕(德). 지(智), 인(仁), 용(勇)을 이른다.
"
삼달덕,단어,한자어,三達德,"한자 三達德
","「명사」
","어떠한 경우에도 통하는 세 가지의 덕(德). 지(智), 인(仁), 용(勇)을 이른다.
"
삼달존,단어,한자어,三達尊,"한자 三達尊
","「명사」
","예전에, 두루 귀하게 여기는 것 세 가지를 이르던 말. 조정에서는 작위(爵位)를, 향리에서는 나이를, 세상에서는 덕을 존귀하게 여겼다.
"
삼당,단어,한자어,三唐,"한자 三唐
","「명사」
","조선 중종과 선조 대에 걸쳐 시명(詩名)을 떨친 세 사람의 시인. 백광훈, 최경창, 이달을 이른다.
"
삼당류,단어,한자어,三糖類,"한자 三糖類
","「명사」
","가수 분해 하면 세 분자의 단당류로 분해되는 당류.
"
삼당상,단어,한자어,三堂上,"한자 三堂上
","「명사」
","「1」육조의 판서, 참판, 참의를 통틀어 이르던 말.
「2」나라에 길례(吉禮)나 흉례(凶禮)가 있을 때에 두었던 도감(都監)의 세 제조(提調). 도제조, 제조, 부제조를 이른다.
"
삼당숙,단어,한자어,三堂叔,"한자 三堂叔
","「명사」
","아버지의 팔촌 형제.
"
삼당숙모,단어,한자어,三堂叔母,"한자 三堂叔母
","「명사」
","삼종숙의 아내.
"
삼당시인,단어,한자어,三唐詩人,"한자 三唐詩人
","「명사」
","조선 중종과 선조 대에 걸쳐 시명(詩名)을 떨친 세 사람의 시인. 백광훈, 최경창, 이달을 이른다.
"
삼대,단어,고유어,,,"「명사」
","삼의 줄기.
"
삼대겁,단어,한자어,三大劫,"한자 三大劫
","「명사」
","과거의 장엄겁, 현재의 현겁, 미래의 성수겁의 세 겁을 이르는 말.
"
삼대독자,단어,한자어,三代獨子,"한자 三代獨子
","「명사」
","삼대에 걸쳐 형제가 없는 외아들.
"
삼대령,단어,한자어,三臺令,"한자 三臺令
","「명사」
","당악 정재(呈才)인 연화대(蓮花臺) 춤에 쓰던 반주 음악의 하나.
"
삼대목,단어,한자어,三代目,"한자 三代目
","「명사」
","신라 진성 여왕 2년(888)에 왕명에 따라 위홍과 대구 화상이 향가를 수집하여 엮은 우리나라 최초의 향가집. 오늘날은 전하지 않고 ≪삼국사기≫의 <신라 본기(新羅本紀)>에 책 이름만 전한다.
"
삼대사,단어,한자어,三臺詞,"한자 三臺詞
","「명사」
","당악 정재(呈才)인 포구락에서 절화령에 맞추어 부르던 한문 창사(唱詞).
"
삼대선,단어,혼종어,三대船,"한자 三
고유어 대
한자 船
","「명사」
","돛대를 세 개 세운 배.
"
삼대성,단어,한자어,三大聲,"한자 三大聲
","「명사」
","우리나라의 세 가지 성악. 가곡, 범패, 판소리를 이른다.
"
삼대소,단어,한자어,三大疏,"한자 三大疏
","「명사」
","대승기신론을 풀이한 세 가지의 대표적인 소(疏). 인도의 아슈바고샤(Aśvagho<equ>&#x1E63;</equ>a)가 지은 대승기신론을 진제(眞諦)가 번역한 구역(舊譯)에 대한 법장(法藏)의 의기(義記) 3권, 원효(元曉)의 소 2권, 혜원(惠遠)의 소 2권을 이른다.
"
삼대양,단어,한자어,三大洋,"한자 三大洋
","「명사」
","태평양, 대서양, 인도양을 통틀어 이르는 말.
"
삼대엽,단어,한자어,三大葉,"한자 三大葉
","「명사」
","우리나라 전통 가곡(歌曲) 곡조의 하나. 5장(章)과 두 개의 여음(餘音)으로 구성되며 평조와 계면조의 두 선법(旋法)에 의하여 두 곡조로 나뉘는 것으로, 국악 남창 가곡 가운데 두거(頭擧) 다음에 부른다.
"
삼대월,단어,한자어,三大月,"한자 三大月
","「명사」
","음력으로 세 번 연이어 드는 큰달.
"
삼대일월,단어,한자어,三代日月,"한자 三代日月
","「명사」
","왕도 정치가 행하여졌던 하(夏), 은(殷), 주(周) 세 나라 시대의 세월.
"
삼대조하,단어,한자어,三大朝賀,"한자 三大朝賀
","「명사」
","신하들이 임금의 생일, 정월 초하루, 동짓날에 임금을 뵙고 하례하던 일.
"
삼덕,단어,한자어,三德,"한자 三德
","「명사」
","「1」유교 사회에서 말하는 정직(正直)·강(剛)·유(柔) 또는 지(智)·인(仁)·용(勇)의 세 가지 덕.
「2」믿음, 소망, 사랑의 세 가지 덕.
「3」불과(佛果)의 세 가지 공덕. 지덕(智德), 단덕(斷德), 은덕(恩德)을 이른다.
「4」열반을 얻은 이에게 갖추어진 세 가지 덕. 법신덕, 반야덕, 해탈덕을 이른다.
"
삼덕송,단어,한자어,三德誦,"한자 三德誦
","「명사」
","믿음, 소망, 사랑의 세 가지 덕을 바라는 기도문.
"
삼도,단어,한자어,三到,"한자 三到
","「명사」
","독서를 하는 세 가지 방법. 입으로 다른 말을 아니 하고 책을 읽는 구도(口到), 눈으로 다른 것을 보지 않고 책만 잘 보는 안도(眼到), 마음속에 깊이 새기는 심도(心到)를 이른다.
"
삼도내,단어,혼종어,三途내,"한자 三途
고유어 내
","「명사」
","사람이 죽어서 저승으로 가는 도중에 있는 큰 내. 극악(極惡)하지도 극선(極善)하지도 않은 사람이 건너게 되는데, 생전에 지은 업에 따라 세 가지 다른 여울이 정해진다.
"
삼도둑,단어,혼종어,蔘도둑,"한자 蔘
고유어 도둑
","「명사」
","밭에 있는 인삼을 훔치는 도둑.
"
삼도득승,단어,한자어,三度得勝,"한자 三度得勝
","「명사」
","송사(訟事)에서 초심(初審), 재심(再審), 삼심(三審)을 계속하여 승소하는 일.
"
삼도득신,단어,한자어,三度得伸,"한자 三度得伸
","「명사」
","송사(訟事)에서 초심(初審), 재심(再審), 삼심(三審)을 계속하여 승소하는 일.
"
삼도몽,단어,한자어,三刀夢,"한자 三刀夢
","「명사」
","출세할 좋은 꿈. 중국 진(晉)나라 왕준(王濬)이 들보에 칼 세 자루가 놓인 꿈을 꾼 다음 날 장관에 임명되었다는 데서 유래한다.
"
삼도미,단어,한자어,三道眉,"한자 三道眉
","「명사」
","되샛과의 텃새. 참새와 비슷한데 몸의 길이는 17cm 정도이며, 등은 갈색에 검은 세로무늬가 있고 배는 연한 붉은 갈색, 머리 부분은 어두운 갈색인데 가운데는 회색이다. 얼굴과 목은 희고 흰 눈썹 선과 멱이 뚜렷하다. 러시아의 시베리아, 중국 등지에 분포한다.
"
삼도부,단어,한자어,三都賦,"한자 三都賦
","「명사」
","「1」중국 진(晉)나라 좌사(左思)가 지은 부(賦). 위(魏)·오(吳)·촉(蜀) 세 나라 도읍의 번화한 모습을 묘사하였다.
「2」고려 시대의 문인 최자가 지은 부(賦). 도읍이 강도(江都)에 있을 때 지은 것으로, 서도(西都)와 북경(北京)에 사는 두 사람이 강도에 와서 각기 자기 고장의 풍물과 자연을 대화체로 읊은 것을 내용으로 한다.
"
삼도선,단어,한자어,三島船,"한자 三島船
","「명사」
","주로 화물선의 구조 양식으로 상갑판이 선수부(船首部)·선교부·선미부(船尾部)로 구분된 배. 선체(船體)는 최대 흘수선(吃水線)까지 화물을 실어도 상관없도록 튼튼하게 만들어져 있으며, 용적에 비하여 무거운 화물을 싣기에 알맞게 되어 있다.
"
삼도습의,단어,한자어,三度習儀,"한자 三度習儀
","「명사」
","나라에 큰 행사가 있을 때에 세 번 미리 그 의식을 익히던 일.
"
삼도천,단어,한자어,三途川,"한자 三途川
","「명사」
","사람이 죽어서 저승으로 가는 도중에 있는 큰 내. 극악(極惡)하지도 극선(極善)하지도 않은 사람이 건너게 되는데, 생전에 지은 업에 따라 세 가지 다른 여울이 정해진다.
"
삼독,단어,한자어,三毒,"한자 三毒
","「명사」
","사람의 착한 마음을 해치는 세 가지 번뇌. 욕심, 성냄, 어리석음 따위를 독에 비유하여 이르는 말이다.
"
삼돌이,단어,혼종어,三돌이,"한자 三
고유어 돌이
","「명사」
","감돌이, 베돌이, 악돌이를 통틀어 이르는 말.
"
삼동,단어,혼종어,三동,"한자 三
고유어 동
","「명사」
","남사당패의 놀이인 대접돌리기에서, 짧은 담뱃대·긴 담뱃대·앵두나무 막대기를 차례로 세운 뒤에 대접을 올려서 돌리는 재주.
"
삼동고리,단어,혼종어,三동고리,"한자 三
고유어 동고리
","「명사」
","풍물놀이 판굿에서, 소고재비 위에 버꾸재비, 그 위에 무동(舞童)이 올라서서 추는 춤.
"
삼동네,단어,혼종어,三洞네,"한자 三洞
고유어 네
","「명사」
","양옆과 앞에 이웃하여 있는 가까운 동네.
"
삼동리,단어,한자어,三洞里,"한자 三洞里
","「명사」
","양옆과 앞에 이웃하여 있는 가까운 동네.
"
삼동물림,단어,혼종어,三동물림,"한자 三
고유어 동물림
","「명사」
","담배설대 중간에 금이나 은, 구리를 물려, 끼웠다 뺐다 할 수 있는 세 토막으로 된 담뱃대.
"
삼동버나,단어,혼종어,三동버나,"한자 三
고유어 동버나
","「명사」
","남사당패의 놀이인 대접돌리기에서, 짧은 담뱃대·긴 담뱃대·앵두나무 막대기를 차례로 세운 뒤에 대접을 올려서 돌리는 재주.
"
삼동설한,단어,한자어,三冬雪寒,"한자 三冬雪寒
","「명사」
","눈 내리고 추운 겨울 석 달 동안.
"
삼동치마,단어,혼종어,三동치마,"한자 三
고유어 동치마
","「명사」
","전체 길이를 셋으로 나누어 각기 다른 색깔로 칠해 만든 연.
"
삼동편사,단어,한자어,三同便射,"한자 三同便射
","「명사」
","두 사정(射亭)에서 각각 당상(堂上), 출신(出身), 한량(閑良)의 세 계급이 연합하여 편을 짜서 활쏘기를 겨루던 경기.
"
삼두근,단어,한자어,三頭筋,"한자 三頭筋
","「명사」
","근육이 일어나는 곳이 세 갈래로 갈라진 근육.
"
삼두마차,단어,한자어,三頭馬車,"한자 三頭馬車
","「명사」
","「1」세 마리의 말이 끄는 마차.
「2」어떤 일을 주도적으로 이끌어 나가는 세 사람. 또는 그런 것.
"
삼두박근,단어,한자어,三頭膊筋,"한자 三頭膊筋
","「명사」
","어깨뼈와 위팔뼈의 두 곳 등 세 곳에서 일어나 팔꿈치를 이루는 뼈 부분으로 붙어 팔꿈치를 펴는 작용을 하는 근육.
"
삼두육비,단어,한자어,三頭六臂,"한자 三頭六臂
","「명사」
","머리가 셋, 팔이 여섯이라는 뜻으로, 힘이 엄청나게 센 사람을 이르는 말.
"
삼두음,단어,한자어,三豆飮,"한자 三豆飮
","「명사」
","녹두, 팥, 검정콩을 같은 분량으로 합하여 물을 붓고 감초나 댓잎을 조금 넣고 끓인 물. 천연두를 치르는 아이에게 약으로 쓰는데, 여름에 차 대신 먹기도 한다.
"
삼등,단어,한자어,三等,"한자 三等
","「명사」
","세 번째 등급.
"
삼등객,단어,한자어,三等客,"한자 三等客
","「명사」
","철도나 배 따위에서 삼등차나 삼등 선실에 타는 손님.
"
삼등국,단어,한자어,三等國,"한자 三等國
","「명사」
","국제적으로 힘이 없는 나라를 속되게 이르는 말.
"
삼등분,단어,한자어,三等分,"한자 三等分
","「명사」
","셋으로 똑같이 나눔. 또는 그런 것.
"
삼등석,단어,한자어,三等席,"한자 三等席
","「명사」
","기차나 배 따위에서 셋째 등급의 좌석.
"
삼등성,단어,한자어,三等星,"한자 三等星
","「명사」
","맨눈으로 볼 수 있는 별의 밝기를 여섯 등급으로 나눌 때, 셋째로 밝은 등급에 속하는 별. 이등성(二等星)보다는 2.512배 어둡고, 사등성(四等星)보다는 2.512배 밝다.
"
삼등실,단어,한자어,三等室,"한자 三等室
","「명사」
","선박이나 열차 따위에서 셋째 등급의 시설을 갖춘 방.
"
삼등차,단어,한자어,三等車,"한자 三等車
","「명사」
","세 등급으로 나누어진 열차에서 가장 낮은 등급의 차량.
"
삼등칸,단어,혼종어,三等칸,"한자 三等
고유어 칸
","「명사」
","선박이나 열차 따위에서 셋째 등급의 시설을 갖춘 방.
"
삼딸,단어,혼종어,蔘딸,"한자 蔘
고유어 딸
","「명사」
","인삼의 꽃이나 열매.
"
삼똥,단어,고유어,,,"「명사」
","삼으로 만든 실오리에 남아 있는 삼의 겉껍질.
"
삼라만상,단어,한자어,森羅萬象,"한자 森羅萬象
","「명사」
","우주에 있는 온갖 사물과 현상.
"
삼락,단어,한자어,三樂,"한자 三樂
","「명사」
","「1」군자의 세 가지 즐거움. 부모가 살아 계시고 형제가 무고한 것, 하늘과 사람에게 부끄러워할 것이 없는 것, 천하의 영재를 얻어서 가르치는 것을 이른다.
「2」인생의 세 가지 즐거움. 사람으로 태어난 것, 사내로 태어난 것, 장수하는 것을 이른다.
「3」삼락(三樂) 가운데 셋째 가는 즐거움. 천하의 영재를 얻어서 가르치는 것을 이른다.
"
삼랑성,단어,한자어,三郞城,"한자 三郞城
","「명사」
","인천광역시 강화군 길상면의 정족산(鼎足山)에 있는 고성(古城). 단군이 세 아들에게 명하여 쌓았다는 전설이 전한다. 성안에 전등사, 정족산 사고(史庫)의 유지(遺址), 양헌수 승전비 따위가 남아 있다. 우리나라 사적으로, 사적 정식 명칭은  ‘강화 삼랑성’이다.
"
삼랑진,단어,한자어,三浪津,"한자 三浪津
","「명사」
","경상남도 밀양시에 있는 읍. 복숭아, 딸기 등의 다양한 농산물이 나고, 세라믹 등의 공산품이 생산된다.
"
삼략,단어,한자어,三略,"한자 三略
","「명사」
","태공망이 지은 병법서. 무경칠서의 하나로 노자(老子)의 사상을 기초로 하여, 정략(政略)·전략(戰略)의 도(道)를 서술하였다. 상략(上略), 중략(中略), 하략(下略)의 세 권으로 되어 있다.
"
삼량,단어,한자어,三量,"한자 三量
","「명사」
","자기 앞에 나타난 대상을 인식하는 세 가지 모양. 현량(現量), 비량(比量), 비량(非量)을 이른다.
"
삼량관,단어,한자어,三梁冠,"한자 三梁冠
","「명사」
","조선 시대에, 삼품의 벼슬아치가 쓰던 금량관(金梁冠). 흰 골이 세 줄 져 있다.
"
삼량집,단어,혼종어,三樑집,"한자 三樑
고유어 집
","「명사」
","삼량으로 지은 집.
"
삼량쪼구미,단어,혼종어,三樑쪼구미,"한자 三樑
고유어 쪼구미
","「명사」
","양쪽 처마도리와 지붕 마룻대로 꾸민 지붕틀.
"
삼량화정,단어,한자어,參良火停,"한자 參良火停
","「명사」
","통일 신라 시대에 둔 십정의 하나. 지금의 대구광역시 달성군 현풍면에 설치했던 군대이다.
"
삼려대부,단어,한자어,三閭大夫,"한자 三閭大夫
","「명사」
","「1」중국 춘추 시대에, 초나라의 소(昭)·굴(屈)·경(景)의 세 귀족 집안을 다스리던 벼슬.
「2」‘굴원’의 다른 이름. 굴원이 이 벼슬에 있었던 것에서 유래한다.
"
삼력,단어,한자어,三力,"한자 三力
","「명사」
","군사를 뽑을 때 군사의 힘을 구분하는 등급의 셋째. 50근 무게의 물건을 두 손에 하나씩 들고 100보(步)를 가는 수준이다.
"
삼력관,단어,한자어,三曆官,"한자 三曆官
","「명사」
","관상감에 속한 벼슬.
"
삼련,단어,한자어,三連,"한자 三連
","「명사」
","한시(漢詩) 시구(詩句)의 아래 세 자를 평성(平聲)이나 측성(仄聲)으로 하는 일. 시를 지을 때 꺼린다.
"
삼련성,단어,한자어,三連星,"한자 三連星
","「명사」
","바둑에서, 포석할 때 가로나 세로로 화점(花點)에 석 점을 나란히 놓는 일. 또는 그렇게 두는 돌.
"
삼렬성운,단어,한자어,三裂星雲,"한자 三裂星雲
","「명사」
","궁수(弓手)자리에 있는 산광 성운(散光星雲). 성운의 바로 앞에 암흑 성운(暗黑星雲)이 있어서 셋으로 나뉘어 보인다. 전파(電波)를 내고 있는 것으로 알려져 있다.
"
삼령,단어,한자어,三齡,"한자 三齡
","「명사」
","누에가 두잠에서 깬 뒤부터 세 잠을 잘 때까지의 사이.
"
삼령오신,단어,한자어,三令五申,"한자 三令五申
","「명사」
","세 번 호령하고 다섯 번 거듭 말한다는 뜻으로, 군령(軍令)을 되풀이하여 자세히 말하던 일.
"
삼령잠,단어,한자어,三齡蠶,"한자 三齡蠶
","「명사」
","두잠에서 깬 뒤부터 세 번째 잠을 잘 때까지의 누에.
"
삼례,단어,한자어,三禮,"한자 三禮
","「명사」
","「1」세 번 절함.
「2」≪예기≫, ≪주례≫, ≪의례≫의 세 책.
"
삼례업,단어,한자어,三禮業,"한자 三禮業
","「명사」
","고려 시대에, ≪예기≫·≪주례≫·≪의례≫의 삼례로써 시험을 보던 일. 잡과(雜科)의 한 과목이었다.
"
삼로,단어,한자어,三老,"한자 三老
","「명사」
","「1」노인을 나이에 따라 나눈 세 등급. 백 살의 노인을 상수(上壽)라 하고, 여든 살의 노인을 중수(中壽)라 하며, 예순 살의 노인을 하수(下壽)라 하였다.
「2」중국 한(漢)나라 때에, 한 고을의 교화(敎化)를 맡아보던 쉰 살 이상의 노인.
"
삼로스위치,단어,혼종어,三路switch,"한자 三路
영어 switch
","「명사」
","옥내(屋內) 배선에서, 서로 다른 두 곳에서 회로를 개폐할 때 사용하는 전기 스위치. 세 개의 단자(端子)가 있다.
"
삼로주,단어,한자어,蔘露酒,"한자 蔘露酒
","「명사」
","인삼을 넣고 담근 술.
"
삼록,단어,한자어,三綠,"한자 三綠
","「명사」
","광물성 녹색 안료 가운데 가장 엷은 녹색. 단청이나 산수화 따위에 쓰인다.
"
삼론,단어,한자어,三論,"한자 三論
","「명사」
","삼론종의 주요 경전 세 가지. ≪중관론≫, ≪십이문론≫, ≪백론≫을 이른다.
"
삼론종,단어,한자어,三論宗,"한자 三論宗
","「명사」
","≪중관론≫, ≪십이문론≫, ≪백론≫의 세 가지 경전의 교의(敎義)를 종지(宗旨)로 하여 무상개공(無相皆空)을 베푸는 것을 목적으로 하는 종파. 인도의 나가르주나와 데바가 처음 주장하였으며, 중국에서는 당나라 때에, 우리나라에서는 고구려 때에 성행하였고, 고구려의 혜관 대사가 일본에 전했다.
"
삼론학파,단어,한자어,三論學派,"한자 三論學派
","「명사」
","≪중관론≫, ≪십이문론≫, ≪백론≫의 세 가지 경전의 교의(敎義)를 종지(宗旨)로 하여 무상개공(無相皆空)을 베푸는 것을 목적으로 하는 종파. 인도의 나가르주나와 데바가 처음 주장하였으며, 중국에서는 당나라 때에, 우리나라에서는 고구려 때에 성행하였고, 고구려의 혜관 대사가 일본에 전했다.
"
삼론현의,단어,한자어,三論玄義,"한자 三論玄義
","「명사」
","중국 수나라의 길장(吉藏)이 삼론종의 근본 경전인 ≪중관론≫, ≪십이문론≫, ≪백론≫의 대요(大要)를 적은 책. 불교사(佛敎史)를 연구하는 데 중요한 자료이다. 2권.
"
삼롱,단어,한자어,三弄,"한자 三弄
","「명사」
","거문고를 연주할 때에, 줄을 힘 있게 누르고 계속 올려 치는 기법.
"
삼뢰,단어,한자어,三雷,"한자 三雷
","「명사」
","‘소용10’을 달리 이르는 말. 삼삭대엽을 뇌성처럼 부르는 곡이라는 뜻에서 이르는 말이다.
"
삼룡,단어,한자어,三龍,"한자 三龍
","「명사」
","임진왜란 때에, 용명(勇名)을 떨친 주몽룡, 정기룡, 강덕룡(姜德龍)의 세 무장(武將)을 통틀어 이르던 말.
"
삼루,단어,한자어,三漏,"한자 三漏
","「명사」
","진리의 터득을 방해하는 삼계(三界)의 세 가지 번뇌. 욕루(欲漏), 유루(有漏), 무명루(無明漏)를 이른다.
"
삼루수,단어,한자어,三壘手,"한자 三壘手
","「명사」
","야구에서, 삼루를 맡아 지키는 선수.
"
삼루타,단어,한자어,三壘打,"한자 三壘打
","「명사」
","야구에서, 타자가 한 번에 삼루까지 나갈 수 있게 친 안타.
"
삼루형선,단어,한자어,三樓型船,"한자 三樓型船
","「명사」
","배의 상갑판 위에 세 개의 선루(船樓)를 갖추어 놓은 배.
"
삼류,단어,한자어,三流,"한자 三流
","「명사」
","어떤 방면에서 가장 낮은 지위나 부류.
"
삼륙,단어,한자어,三六,"한자 三六
","「명사」
","골패에서, 위쪽에 비스듬히 있는 세 개의 구멍과 아래쪽에 두 줄로 세운 여섯 개의 구멍이 있는 골패 짝.
"
삼륙판,단어,한자어,三六判,"한자 三六判
","「명사」
","가로 103mm, 세로 182mm인 인쇄물 규격. 또는 그런 인쇄물. 소형 보급판이다.
"
삼륜,단어,한자어,三輪,"한자 三輪
","「명사」
","「1」세 개의 바퀴.
「2」이 세계를 받치고 있는 세 가지의 기반. 금륜(金輪), 수륜(水輪), 풍륜(風輪)을 이른다.
「3」중생의 번뇌를 없애는 부처의 몸·입·뜻의 세 가지에 의한 교화 작용. 신통륜(神通輪), 교계륜(敎誡輪), 기심륜(記心輪)을 이른다.
"
삼륜상,단어,한자어,三輪相,"한자 三輪相
","「명사」
","보시하는 사람, 보시를 받는 사람, 보시하는 물건을 통틀어 이르는 말.
"
삼륜차,단어,한자어,三輪車,"한자 三輪車
","「명사」
","바퀴가 세 개 달린 차. 바퀴가 앞에 한 개, 뒤에 두 개 달려 있는데 주로 짐을 실어 나른다.
"
삼릉,단어,한자어,三稜,"한자 三稜
","「명사」
","「1」세 모서리. 또는 세 모서리가 있는 물건.
「2」매자기의 뿌리를 한방에서 이르는 말. 출산 뒤의 악혈(惡血)을 제거하고, 적취(積聚)와 징가(癥瘕)를 풀며, 진경제(鎭痙劑)로도 쓴다.
"
삼릉경,단어,한자어,三稜鏡,"한자 三稜鏡
","「명사」
","광선을 굴절·분산시킬 때 쓰는, 유리나 수정 따위로 된 다면체의 광학 부품. 용도에 따라 분산 프리즘, 편각 프리즘, 편광 프리즘 따위가 있다.
"
삼릉석,단어,한자어,三稜石,"한자 三稜石
","「명사」
","바람에 날려 오는 모래에 깎여 세 개의 모서리가 생긴 돌. 사막 지역에서 가장 잘 형성되고, 바람이 강한 해안에서도 흔히 형성된다.
"
삼릉장,단어,한자어,三稜杖,"한자 三稜杖
","「명사」
","죄인을 때리는 데 쓰던 세모진 방망이.
"
삼릉주,단어,한자어,三稜洲,"한자 三稜洲
","「명사」
","강이 바다로 들어가는 어귀에, 강물이 운반하여 온 모래나 흙이 쌓여 이루어진 편평한 지형.
"
삼릉직,단어,한자어,杉綾織,"한자 杉綾織
","「명사」
","직물 조직의 하나. 파문직(波紋織)에 속하는 것으로, 무늬가 부분적으로 반대 방향으로 달려 산 모양을 이룬다. 소매 안감·여성복·아동복의 감으로 쓰는데, 주로 면·견·모·인조견 따위에 이용한다.
"
삼릉체,단어,한자어,三稜體,"한자 三稜體
","「명사」
","세모진 물체.
"
