어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
명상가,단어,한자어,冥想家,"한자 冥想家
","「명사」
","명상을 잘하는 사람.
"
명상곡,단어,한자어,冥想曲,"한자 冥想曲
","「명사」
","생각에 잠기는 듯한 기분을 자아내는 기악 소곡.
"
명상록,단어,한자어,冥想錄,"한자 冥想錄
","「명사」
","명상을 적은 글.
"
명색,단어,한자어,名色,"한자 名色
","「명사」
","「1」어떤 부류에 붙여져 불리는 이름.
「2」실속 없이 그럴듯하게 불리는 허울만 좋은 이름.
「3」겉으로 내세우는 구실.
"
명서업,단어,한자어,明書業,"한자 明書業
","「명사」
","고려 시대의 잡과의 하나. 문자와 서예에 능한 사람을 가려 뽑던 것으로, 시험은 설문(說文)·오경 자양(五經字樣)·진서(眞書)·행서·전서 따위를 보았다.
"
명서풍,단어,한자어,明庶風,"한자 明庶風
","「명사」
","뱃사람들의 은어로, ‘동풍02「1」’을 이르는 말.
"
명석,단어,한자어,名釋,"한자 名釋
","「명사」
","이름난 승려.
"
명석판명,단어,한자어,明晳判明,"한자 明晳判明
","「명사」
","데카르트가 진리 인식의 기준으로 내세운 조건. 한 개념의 내용이 명료한 사태(事態)를 명석이라고 하고, 명석하면서 동시에 다른 개념과의 구별이 충분함을 판명(判明)이라고 한다.
"
명선대부,단어,한자어,明善大夫,"한자 明善大夫
","「명사」
","조선 시대에 둔, 정삼품 종친의 품계.
"
명설,단어,한자어,鳴舌,"한자 鳴舌
","「명사」
","혀를 찬다는 뜻으로, 매우 경탄함을 이르는 말.
"
명성,단어,한자어,名聲,"한자 名聲
","「명사」
","세상에 널리 퍼져 평판 높은 이름.
"
명성천자,단어,한자어,明星天子,"한자 明星天子
","「명사」
","제석천의 신하로 세계의 어둠을 깨뜨리려는 서원(誓願)을 가진, 허공장보살의 화신.
"
명세,단어,한자어,名世,"한자 名世
","「명사」
","한 시대에 이름이 난 사람.
"
명세서,단어,한자어,明細書,"한자 明細書
","「명사」
","물품이나 금액 따위의 내용을 분명하고 자세하게 적은 문서.
"
명세장,단어,한자어,明細帳,"한자 明細帳
","「명사」
","일의 내용을 분명하고 자세하게 기록한 장부.
"
명세재,단어,한자어,命世才,"한자 命世才
","「명사」
","한 시대를 바로잡아 구원할 만한 큰 인재.
"
명세지재,단어,한자어,命世之才,"한자 命世之才
","「명사」
","「1」한 시대를 바로잡아 구원할 만한 큰 인재.
「2」‘맹자01’의 다른 이름.
"
명세표,단어,한자어,明細表,"한자 明細表
","「명사」
","물품이나 금액 따위의 분명하고 자세한 내용을 적은 표.
"
명소,단어,한자어,名所,"한자 名所
","「명사」
","경치나 고적, 산물 따위로 널리 알려진 곳.
"
명소부,단어,한자어,命召符,"한자 命召符
","「명사」
","조선 시대에, 임금이 의정 대신, 포도대장 등을 은밀히 궁궐로 불러들일 때에 사용하던 패.
"
명소지,단어,한자어,名所地,"한자 名所地
","「명사」
","명소가 있는 곳이나 지역.
"
명수,단어,한자어,名手,"한자 名手
","「명사」
","기능이나 기술 따위에서 소질과 솜씨가 뛰어난 사람.
"
명수급,단어,한자어,名手級,"한자 名手級
","「명사」
","「1」명수의 급.
「2」명수와 같은 기술, 기능, 기량의 수준에 있는 것.
"
명수법,단어,한자어,命數法,"한자 命數法
","「명사」
","정수를 셀 때, 그 많고 적음에 단위를 두어 조직적으로 이름을 붙여 나타내는 방법. 십진법 따위가 있다.
"
명수사,단어,한자어,名數詞,"한자 名數詞
","「명사」
","수효나 분량 따위의 단위를 나타내는 의존 명사. ‘쌀 한 말, 쇠고기 한 근, 굴비 한 두름, 북어 한 쾌, 고무신 한 켤레, 광목 한 필’에서 ‘말’, ‘근’, ‘두름’, ‘쾌’, ‘켤레’, ‘필’ 따위이다.
"
명수죽백,단어,한자어,名垂竹帛,"한자 名垂竹帛
","「명사」
","이름이 죽간(竹簡)과 비단에 드리운다는 뜻으로, 이름이 역사에 길이 빛남을 이르는 말.
"
명수파,단어,혼종어,明水파,"한자 明水
고유어 파
","「명사」
","파의 하나. 이른 봄에 뿌리는데, 새끼치기가 적어 줄기가 굵고 잎집이 길며 추위에 강하여 많이 심는다.
"
명숙,단어,한자어,名宿,"한자 名宿
","「명사」
","연공(年功)을 쌓은 훌륭한 학자.
"
명순응,단어,한자어,明順應,"한자 明順應
","「명사」
","어두운 곳에서 갑자기 밝은 곳에 들어갔을 때, 처음에는 눈이 부시나 차차 적응하여 정상 상태로 돌아가는 현상.
"
명순응안,단어,한자어,明順應眼,"한자 明順應眼
","「명사」
","명순응 상태에 있는 눈.
"
명술,단어,혼종어,命술,"한자 命
고유어 술
","「명사」
","장수(長壽)를 빌면서 마시는 술.
"
명승,단어,한자어,名勝,"한자 名勝
","「명사」
","「1」훌륭하고 이름난 경치. 또는 그런 곳.
「2」국가에서 지정하여 법률로 보호하는 자연 경관, 역사 문화 경관 따위의 자연유산.
"
명승고적,단어,한자어,名勝古跡,"한자 名勝古跡
","「명사」
","훌륭한 경치와 역사적인 유적.
"
명승고적지,단어,한자어,名勝古跡地,"한자 名勝古跡地
","「명사」
","명승고적이 있는 곳.
"
명승부,단어,한자어,名勝負,"한자 名勝負
","「명사」
","경기나 경쟁 등에서 이기고 지는 것이 멋지게 이루어지는 일.
"
명승부전,단어,한자어,名勝負戰,"한자 名勝負戰
","「명사」
","승패를 예측할 수 없는 멋지고 긴박한 경기.
"
명승지,단어,한자어,名勝地,"한자 名勝地
","「명사」
","경치가 좋기로 이름난 곳.
"
명승집설,단어,한자어,名僧集說,"한자 名僧集說
","「명사」
","우리나라 명승들의 문장을 모아 엮은 책. 지눌의 ≪계초심학인문≫, 원효의 ≪발심수행장≫, 야운(野雲)의 ≪자경서(自警書)≫ 따위를 합편하였다. 고종 20년(1883)에 해인사에서 중간하였다. 1권.
"
명시,단어,한자어,名詩,"한자 名詩
","「명사」
","이름난 시. 또는 아주 잘 지은 시.
"
명시도,단어,한자어,明視度,"한자 明視度
","「명사」
","둘 이상의 색깔이 같은 거리에 같은 크기로 있을 때, 뚜렷이 잘 보이는 것과 잘 보이지 않는 정도.
"
명시선,단어,한자어,名詩選,"한자 名詩選
","「명사」
","유명하거나 잘 지어진 시를 모아 엮은 책.
"
명시성,단어,한자어,明視性,"한자 明視性
","「명사」
","두 가지 이상의 색·선·모양을 대비시켰을 때, 금방 눈에 뜨이는 성질.
"
명시종,단어,한자어,明詩綜,"한자 明詩綜
","「명사」
","중국 청나라의 주이준(朱彝尊)이 편찬한 명나라 시집. 홍무(洪武)에서 숭정(崇禎)에 이르기까지 각계각층 시인의 시와 민요를 수집하여 수록하고, 작자마다의 소전(小傳)과 여러 문장 대가의 시평을 기록하였다. 100권.
"
명신,단어,한자어,名臣,"한자 名臣
","「명사」
","이름난 훌륭한 신하.
"
명신대부,단어,한자어,明信大夫,"한자 明信大夫
","「명사」
","조선 시대에 둔, 종삼품 의빈(儀賓)의 품계.
"
명신록,단어,한자어,名臣錄,"한자 名臣錄
","「명사」
","조선 정조 때에, 왕명으로 이익진(李翼晉) 등이 조선 시대의 명신 407명의 약전(略傳)을 기록한 책. 12권 12책.
"
명신언행록,단어,한자어,名臣言行錄,"한자 名臣言行錄
","「명사」
","중국 송나라의 주희가 송나라 때 명신의 문집과 전기를 발췌하여 엮은 책. 후에 이유무(李幼武)가 별집(別集), 외집(外集), 속집(續集)을 엮었다. 전집 10권, 후집 14권.
"
명신지장집략,단어,한자어,名臣誌狀輯略,"한자 名臣誌狀輯略
","「명사」
","조선 개국으로부터 영조 때까지 명신의 약전(略傳)을 엮은 책. 원집 10권, 속집 6권인데 속집은 원집에서 빠진 것을 추가한 것이다. 16책의 사본.
"
명실,단어,고유어,,,"「명사」
","솜을 자아 만든 실.
"
명실불부,단어,한자어,名實不符,"한자 名實不符
","「명사」
","이름과 실상이 서로 맞지 아니함.
"
명실상부,단어,한자어,名實相符,"한자 名實相符
","「명사」
","이름과 실상이 서로 꼭 맞음.
"
명심,단어,한자어,銘心,"한자 銘心
","「명사」
","잊지 않도록 마음에 깊이 새겨 둠.
"
명심보감,단어,한자어,明心寶鑑,"한자 明心寶鑑
","「명사」
","조선 시대에, 어린이들의 인격 수양을 위해 교재로 사용된 한문 교양서. 중국 고전에서 보배로운 말이나 글을 모아 엮은 책이다.
"
명심불망,단어,한자어,銘心不忘,"한자 銘心不忘
","「명사」
","마음에 깊이 새겨 두어 오래오래 잊지 아니함.
"
명심수덕,단어,한자어,明心修德,"한자 明心修德
","「명사」
","마음을 밝히고 덕을 닦음.
"
명십삼릉,단어,한자어,明十三陵,"한자 明十三陵
","「명사」
","중국 허베이성(河北省) 창핑현(昌平縣)의 북쪽 텐서우산(天壽山) 부근에 있는 명나라 역대 13제왕의 능(陵).
"
명아,단어,한자어,螟蛾,"한자 螟蛾
","「명사」
","명나방과의 곤충을 통틀어 이르는 말.
"
명아자여뀌,단어,고유어,,,"「명사」
","마디풀과의 한해살이풀. 줄기는 높이가 1미터 정도이고 붉은색을 띠며, 마디가 굵다. 잎은 어긋나고 피침 모양이며 더러는 잎사귀 중앙에 검은 무늬가 있다. 6~9월에 붉은 자주색의 꽃이 가지 끝에서 이삭 모양으로 피고, 열매는 수과(瘦果)이다. 들에 저절로 나는데 우리나라 각지에 분포한다.
"
명아주,단어,고유어,,,"「명사」
","「1」명아줏과의 바늘명아주, 섬명아주, 좀명아주 따위를 통틀어 이르는 말.
「2」명아줏과의 한해살이풀. 줄기는 높이가 1미터, 지름이 3cm 정도이며, 녹색 줄이 있다. 잎은 어긋나고 세모꼴의 달걀 모양으로 가장자리에 물결 모양의 톱니가 있다. 여름에 누런 녹색 꽃이 원추(圓錐) 화서로 줄기 끝이나 잎겨드랑이에서 피고 열매는 포과(胞果)이다. 어린잎과 씨는 식용한다. 들이나 길가에 저절로 나는데 한국, 일본, 만주 등지에 분포한다.
"
명아줏과,단어,혼종어,명아줏科,"고유어 명아줏
한자 科
","「명사」
","쌍떡잎식물 갈래꽃류의 한 과. 초본 또는 관목으로 전 세계에 100속 1,500여 종이 분포하는데, 명아주·댑싸리·시금치·갯능쟁이 따위가 있다.
"
명아줏대,단어,고유어,,,"「명사」
","명아주의 줄기.
"
명안,단어,한자어,名案,"한자 名案
","「명사」
","훌륭한 안건이나 좋은 생각.
"
명안악,단어,한자어,明安樂,"한자 明安樂
","「명사」
","고려 시대에, 임금이 손수 선농제에 나와 전폐례를 올릴 때 등가악(登歌樂)으로 쓰던 궁중 제례악. 조선 시대에는 문묘 제향의 전폐례를 올릴 때 등가악으로 썼다.
"
명안지곡,단어,한자어,明安之曲,"한자 明安之曲
","「명사」
","고려 시대에, 임금이 손수 선농제에 나와 전폐례를 올릴 때 등가악(登歌樂)으로 쓰던 궁중 제례악. 조선 시대에는 문묘 제향의 전폐례를 올릴 때 등가악으로 썼다.
"
명안지악,단어,한자어,明安之樂,"한자 明安之樂
","「명사」
","고려 시대에, 임금이 손수 선농제에 나와 전폐례를 올릴 때 등가악(登歌樂)으로 쓰던 궁중 제례악. 조선 시대에는 문묘 제향의 전폐례를 올릴 때 등가악으로 썼다.
"
명암,단어,한자어,明暗,"한자 明暗
","「명사」
","「1」밝음과 어두움을 통틀어 이르는 말.
「2」기쁜 일과 슬픈 일 또는 행복과 불행을 통틀어 이르는 말.
「3」회화에서, 색의 농담이나 밝기의 정도를 이르는 말.
"
명암등,단어,한자어,明暗燈,"한자 明暗燈
","「명사」
","일정한 시간 간격을 두고 밝아졌다 어두워졌다 하는 등. 항로 표지나 자동차 회전 신호의 미등 따위에 흔히 쓴다.
"
명암법,단어,한자어,明暗法,"한자 明暗法
","「명사」
","회화에서, 한 가지 색상의 명도 차에 의하여 입체감을 나타내는 기법.
"
명야,단어,한자어,明夜,"한자 明夜
","「명사」
","내일 밤.
"
명야복야,단어,한자어,命也福也,"한자 命也福也
","「명사」
","연거푸 생기는 행복.
"
명약,단어,한자어,名藥,"한자 名藥
","「명사」
","효험이 좋아 이름난 약.
"
명약관화,단어,한자어,明若觀火,"한자 明若觀火
","「명사」
","불을 보듯 분명하고 뻔함.
"
명언,단어,한자어,名言,"한자 名言
","「명사」
","「1」사리에 맞는 훌륭한 말.
「2」널리 알려진 말.
"
명역,단어,한자어,名譯,"한자 名譯
","「명사」
","매우 잘된 번역.
"
명연,단어,한자어,名演,"한자 名演
","「명사」
","훌륭한 연기 또는 연주.
"
명연기,단어,한자어,名演技,"한자 名演技
","「명사」
","아주 훌륭한 연기.
"
명예,단어,한자어,名譽,"한자 名譽
","「명사」
","「1」세상에서 훌륭하다고 인정되는 이름이나 자랑. 또는 그런 존엄이나 품위.
「2」어떤 사람의 공로나 권위를 높이 기리어 특별히 수여하는 칭호.
"
명예고립,단어,한자어,名譽孤立,"한자 名譽孤立
","「명사」
","영국이 영일 동맹(英日同盟)을 맺던 1902년까지 세계 열강과 동맹을 맺지 않고 고립 정책을 쓴 일.
"
명예권,단어,한자어,名譽權,"한자 名譽權
","「명사」
","인격권의 하나. 사람의 명예를 위한 권리이며, 이것을 침해하는 행위는 명예 훼손죄, 불법 행위 따위를 구성한다.
"
명예박사,단어,한자어,名譽博士,"한자 名譽博士
","「명사」
","학술과 문화에 많은 공헌을 하였다고 인정되는 사람에게 수여하는 박사 학위. 박사 학위 과정이나 논문 심사의 과정이 없이 수여된다.
"
명예법,단어,한자어,名譽法,"한자 名譽法
","「명사」
","로마 공화정 후기에, 명예직이었던 법무관 등에 의하여 현실에 적합하게 만들어진 법. 시민법을 보충하거나 개선하는 역할을 하였다.
"
명예시민,단어,한자어,名譽市民,"한자 名譽市民
","「명사」
","어떤 시에 특별한 공적이 있는 사람에게 부여하는 칭호. 공공의 복리를 증진하거나 문화의 발전에 기여한 사람에 대하여 그 공적을 기리는 뜻으로 지방 자치 단체에서 수여한다.
"
명예심,단어,한자어,名譽心,"한자 名譽心
","「명사」
","명예를 얻으려는 마음. 또는 명예를 중요시하는 마음.
"
명예욕,단어,한자어,名譽欲,"한자 名譽欲
","「명사」
","명예를 얻으려는 욕심.
"
명예직,단어,한자어,名譽職,"한자 名譽職
","「명사」
","봉급을 받지 않고 명예로 있는 직책. 다른 본업을 가질 수 있다.
"
명예퇴직,단어,한자어,名譽退職,"한자 名譽退職
","「명사」
","정년이나 징계에 의하지 아니하고, 근로자가 스스로 신청하여 직장을 그만둠. 또는 그런 일.
"
명예혁명,단어,한자어,名譽革命,"한자 名譽革命
","「명사」
","1688년에 영국에서 피를 흘리지 않고 평화롭게 전제 왕정을 입헌 군주제로 바꾸는 데 성공한 혁명. 제임스 이세의 대권 남용과 가톨릭 부흥 정책에 반대하여 국회가 국왕을 추방하고, 왕의 큰딸 메리 이세와 그녀의 남편 오렌지 공 윌리엄 삼세를 공동 통치자로 정하였으며, 1689년에 권리 장전을 제정하고 의회 주권에 기초를 둔 입헌 왕정을 수립하였다.
"
명예형,단어,한자어,名譽刑,"한자 名譽刑
","「명사」
","범인의 명예나 자격을 박탈하는 것을 내용으로 하는 형벌. 자격 상실과 자격 정지가 있다.
"
명오,단어,한자어,明悟,"한자 明悟
","「명사」
","사물에 대하여 밝게 깨달음. 또는 그런 힘. 삼사(三思)의 하나이다.
"
명완벽,단어,한자어,明完璧,"한자 明完璧
","「명사」
","구한말의 가야금 연주자(1842~1929). 자는 덕조(德祚). 호는 진당(眞堂). 장악원 아악사장으로, 가곡·여창(女唱)에 뛰어났고, 악기를 잘 연주하였으며 특히 가야금의 명수였다.
"
명왕,단어,한자어,名王,"한자 名王
","「명사」
","나라를 훌륭하게 다스려 이름이 높은 임금.
"
명왕성,단어,한자어,冥王星,"한자 冥王星
","「명사」
","1930년 미국의 천문학자 톰보(Tombaugh, C. W.)가 발견한 왜행성. 공전 주기는 248년, 반지름은 1,151km로 지구의 1/6이며, 태양과의 평균 거리는 약 59억 1000만 km이다. 발견 이후 태양계의 아홉째 행성이 되었으나 2006년부터 왜행성으로 분류되었다.
"
명욕,단어,한자어,名慾,"한자 名慾
","「명사」
","명예를 얻으려는 욕심.
"
명우,단어,한자어,名優,"한자 名優
","「명사」
","연기를 잘하여 이름난 배우.
"
명운,단어,한자어,命運,"한자 命運
","「명사」
","「1」인간을 포함한 모든 것을 지배하는 초인간적인 힘. 또는 그것에 의하여 이미 정하여져 있는 목숨이나 처지.
「2」앞으로의 생사나 존망에 관한 처지.
"
명원,단어,한자어,名園/名苑,"한자 名園
/(병기) /
한자 名苑
","「명사」
","이름 높은 정원.
"
명월,단어,한자어,名月,"한자 名月
","「명사」
","음력 팔월 보름날 밤의 달.
"
명월야,단어,한자어,明月夜,"한자 明月夜
","「명사」
","달 밝은 밤.
"
명월위촉,단어,한자어,明月爲燭,"한자 明月爲燭
","「명사」
","밝은 달빛으로 촛불을 대신함.
"
명월천자,단어,한자어,名月天子,"한자 名月天子
","「명사」
","십이천의 하나. 월궁전 속에 살며 아래를 지키는 신으로, 달을 차지하여 사천하(四天下)를 비추며 많은 천녀(天女)를 거느린다고 한다.
"
명월청풍,단어,한자어,明月淸風,"한자 明月淸風
","「명사」
","밝은 달과 맑고 시원한 바람. 또는 밝은 달밤에 부는 시원한 바람.
"
명월패,단어,한자어,明月牌,"한자 明月牌
","「명사」
","둥근달처럼 생긴 패.
"
명월포,단어,한자어,明月砲,"한자 明月砲
","「명사」
","딱총의 하나. 공중에 올라가 터지면서 불이 번쩍하여 달처럼 환하게 된다.
"
명위,단어,한자어,命位,"한자 命位
","「명사」
","한 등급의 단위 몇 개를 모아 다른 등급의 단위가 되는 것을 정하는 일. 예를 들어 열 치를 한 자로, 60초를 1분으로 정하는 따위이다.
"
명위장군,단어,한자어,明威將軍,"한자 明威將軍
","「명사」
","고려 시대에 둔, 종사품 하(下) 무관의 품계.
"
명유,단어,한자어,名儒,"한자 名儒
","「명사」
","이름난 선비. 또는 유명한 유학자.
"
명유학안,단어,한자어,明儒學案,"한자 明儒學案
","「명사」
","1676년에 중국의 양명학자 황종희가 쓴 책. 명나라 때의 철학자와 학자를 총괄하여 학파와 계통을 밝히고, 그들의 저작과 어록을 수록하였다. 62권.
"
명윤,단어,한자어,明潤,"한자 明潤
","「명사」
","윤기가 나고 맑음. 또는 그 윤기.
"
명은,단어,한자어,冥恩,"한자 冥恩
","「명사」
","눈에 보이지 않는 신령과 부처의 은혜.
"
명응,단어,한자어,冥應,"한자 冥應
","「명사」
","눈에 보이지 않지만 신령과 부처가 감응하여 이익을 주는 일.
"
명의,단어,한자어,名義,"한자 名義
","「명사」
","명분과 의리를 아울러 이르는 말.
"
명의록,단어,한자어,明義錄,"한자 明義錄
","「명사」
","조선 정조 원년(1777)에 김치인 등이 편찬한 책. 벽파의 홍인한 등이 시파의 탄핵을 받아 제거된 전말을 기록하였다. 3권 2책의 인본.
"
명의록언해,단어,한자어,明義錄諺解,"한자 明義錄諺解
","「명사」
","조선 정조 원년(1777)에 왕명에 의하여 ≪명의록≫을 한글로 풀이하여 펴낸 책. 18세기 말의 국어사 연구에 귀중한 자료이다. 3권 4책.
"
명의사,단어,한자어,名醫師,"한자 名醫師
","「명사」
","병을 잘 고쳐 이름난 의원이나 의사.
"
명의인,단어,한자어,名義人,"한자 名義人
","「명사」
","「1」어떤 사업에서 개인이나 단체를 대표하여 명의를 내세운 사람.
「2」내용이나 실질과는 별도로 외형(外形)에 표시되는 표면상의 주체. 문서는 명의인과 작성자가 동일인일 때 법적 효력을 가진다.
"
명의자,단어,한자어,名義者,"한자 名義者
","「명사」
","어떤 사업에서 개인이나 단체를 대표하여 명의를 내세운 사람.
"
명이,단어,고유어,,,"「명사」
","소 장수들의 은어로, 이백 냥을 이르던 말.
"
명이괘,단어,한자어,明夷卦,"한자 明夷卦
","「명사」
","육십사괘의 하나. 곤괘(坤卦)와 이괘(離卦)가 거듭된 것으로, 밝음이 땅속에 들어감을 상징한다.
"
명이대방록,단어,한자어,明夷待訪錄,"한자 明夷待訪錄
","「명사」
","중국 청나라 초기에 황종희가 지은 정치론서. 관료제의 부패와 전제 체제를 통렬히 비판하고 공화제를 제창하였다. 왕부지의 ≪황서≫와 아울러 청나라 말기의 지식인에게는 민주 혁명의 이론서로서 크게 영향을 주었다. 2권 21편.
"
명이덕산,단어,한자어,蓂荑德山,"한자 蓂荑德山
","「명사」
","강원도 이천군 웅탄면과 함경남도 덕원군 풍하면 사이에 있는 산. 마식령산맥에 속한다. 높이는 1,584미터.
"
명이주,단어,한자어,明耳酒,"한자 明耳酒
","「명사」
","음력 정월 대보름날 아침에 마시는 술. 이날 아침에 찬술을 마시면 귀가 밝아지고 귓병이 생기지 않으며 한 해 동안 좋은 소식을 듣게 된다고 한다.
"
명이질러,단어,고유어,,,"「명사」
","소 장수들의 은어로, 이백오십 냥을 이르던 말.
"
명이항,단어,한자어,明以恒,"한자 明以恒
","「명사」
","독립운동가·교육자(1884~1946). 호는 성재(成齋). 3·1 운동 때 총독에게 장문의 진정서를 제출하여 투옥되었으며, 오성 학교를 경영하고 광신 상업 학교와 영변 여자 중학교 등을 설립하였다.
"
명인,단어,한자어,名人,"한자 名人
","「명사」
","어떤 분야에서 기예가 뛰어나 유명한 사람.
"
명인방법,단어,한자어,明認方法,"한자 明認方法
","「명사」
","토지 위에서 자라고 있는 미분리 과실이나 나무 따위를 토지의 소유권과 별도로 독립적으로 거래하는 데에 이용하는 공시 방법. 대상물에 대하여 이름을 써넣거나 새끼줄을 치고 팻말을 세우는 따위이다.
"
명인전,단어,한자어,名人傳,"한자 名人傳
","「명사」
","명인들에 관한 전기. 또는 그 전기를 묶은 책.
"
명인호보,단어,한자어,名人號譜,"한자 名人號譜
","「명사」
","조선 말기에 이용민(李容民)이 신라 이래 명인의 별호를 모아 엮은 책. 충효, 절의, 도덕, 훈업, 시문, 서화 따위에서 이름난 사람과 명승·명기의 별호를 수록하였다. 12권 10책의 사본.
"
명일,단어,한자어,名日,"한자 名日
","「명사」
","명절과 국경일을 통틀어 이르는 말.
"
명일날,단어,혼종어,名日날,"한자 名日
고유어 날
","「명사」
","명일인 날.
"
명자,단어,한자어,名字,"한자 名字
","「명사」
","「1」널리 알려진 이름.
「2」세상에서 소문난 평판.
「3」사람의 이름 글자.
"
명자꽃,단어,혼종어,榠樝▽꽃,"한자 榠樝▽
고유어 꽃
","「명사」
","장미과의 낙엽 활엽 관목. 잎은 타원형 또는 거꾸로 된 피침 모양이다. 4월에 붉은 꽃이 하나씩 또는 모여 피고 열매는 이과(梨果)로 9월에 익는다. 관상용으로 재배한다. 산과 들에 나는데 경남, 충북 등지에 분포한다.
"
명자나무,단어,혼종어,榠樝▽나무,"한자 榠樝▽
고유어 나무
","「명사」
","장미과의 낙엽 활엽 소관목. 높이는 1~2미터이며, 잎은 어긋나고 거꾸로 된 달걀 모양인데 톱니가 있다. 4~5월에 주홍색 꽃이 짧은 가지에 1~4개씩 붙고 열매는 이과(梨果)로 8월에 누렇게 익는다. 열매는 식용하거나 약용하고 관상용으로 재배한다. 집 근처에 심고 가꾸며 한국, 일본 등지에 분포한다.
"
명자리,단어,혼종어,命자리,"한자 命
고유어 자리
","「명사」
","조금만 다쳐도 생명에 지장을 주는 몸의 중요한 부분.
"
명자보살,단어,한자어,名字菩薩,"한자 名字菩薩
","「명사」
","보살 수행의 41단계 가운데 처음의 10단계에 머물러 있는, 수행이 낮은 보살. 이름만 갖춘 보살이라는 뜻에서 이렇게 이른다.
"
명자비구,단어,한자어,名字比丘,"한자 名字比丘
","「명사」
","계율을 지키지 않는 승려. 이름만의 승려라는 뜻에서 이렇게 이른다.
"
명자사미,단어,한자어,名字沙彌,"한자 名字沙彌
","「명사」
","스무 살에서 일흔 살까지의 사미. 삼사미(三沙彌)의 하나이다. 아직 구족계(具足戒)를 받지 못하여 사미이기는 하나, 정식으로 승려가 될 만한 나이이므로 이름만의 사미라는 뜻에서 이렇게 이른다.
"
명자삼채,단어,한자어,明瓷三彩,"한자 明瓷三彩
","「명사」
","붉은색, 녹색, 누런색 또는 붉은색, 녹색, 흰색의 세 가지 잿물을 바른 중국 명나라 때의 도자기.
"
명자순,단어,한자어,榠樝▽荀,"한자 榠樝▽荀
","「명사」
","범의귓과의 낙엽 관목. 잎은 어긋나고 넓은 손바닥 모양에 세 갈래로 얕게 갈라지며, 톱니가 있다. 꽃은 단성화로 4월 하순에 총상(總狀) 화서로 피고, 열매는 공 모양의 장과(漿果)로 가을에 붉게 익는다. 관상용이고 깊은 산속에 나는데 한국, 일본, 만주 등지에 분포한다.
"
명자즉,단어,한자어,名字卽,"한자 名字卽
","「명사」
","육즉(六卽)의 둘째 단계. 일체가 곧 불성(佛性)임을 배웠으나, 자신이 곧 부처라는 사실을 이름만으로 아는 단계이다.
"
명작,단어,한자어,名作,"한자 名作
","「명사」
","이름난 훌륭한 작품.
"
명장,단어,한자어,名匠,"한자 名匠
","「명사」
","기술이 뛰어나 이름난 장인.
"
명장면,단어,한자어,名場面,"한자 名場面
","「명사」
","영화나 연극의 아주 훌륭한 장면.
"
명장자,단어,한자어,明障子,"한자 明障子
","「명사」
","빛이 잘 들도록 얇은 종이를 바르거나 유리를 끼운 장지.
"
명장지,단어,혼종어,明障지,"한자 明障
고유어 지
","「명사」
","빛이 잘 들도록 얇은 종이를 바르거나 유리를 끼운 장지.
"
명장한찰,단어,한자어,名將翰札,"한자 名將翰札
","「명사」
","임진왜란 때에, 중국 명나라 장수 이여송 등이 우리나라의 승장 서산 대사에게 보낸 서한문을 묶은 책. 보현사에 소장되어 있던 것을 정조 16년(1792)에 홍양호가 석각(石刻)하여 탁본하였다. 1책.
"
명재,단어,한자어,名宰,"한자 名宰
","「명사」
","정사에 뛰어나서 이름난 재상.
"
명재경각,단어,한자어,命在頃刻,"한자 命在頃刻
","「명사」
","거의 죽게 되어 곧 숨이 끊어질 지경에 이름.
"
명재명간,단어,한자어,明再明間,"한자 明再明間
","「명사」
","내일이나 모레 사이.
"
명재상,단어,한자어,名宰相,"한자 名宰相
","「명사」
","정사에 뛰어나서 이름난 재상.
"
명재조석,단어,한자어,命在朝夕,"한자 命在朝夕
","「명사」
","거의 죽게 되어 곧 숨이 끊어질 지경에 이름.
"
명저,단어,한자어,名著,"한자 名著
","「명사」
","훌륭한 저술. 또는 이름난 저서.
"
명적,단어,한자어,名跡/名蹟,"한자 名跡
/(병기) /
한자 名蹟
","「명사」
","이름난 유적.
"
명전,단어,한자어,名田,"한자 名田
","「명사」
","남이 소유하고 있는 논밭.
"
명절,단어,한자어,名節,"한자 名節
","「명사」
","「1」해마다 일정하게 지키어 즐기거나 기념하는 때. 우리나라에는 설날, 대보름날, 단오, 추석, 동짓날 따위가 있다.
「2」국가나 사회적으로 정하여 경축하는 기념일.
"
명절날,단어,혼종어,名節날,"한자 名節
고유어 날
","「명사」
","해마다 일정하게 지키어 즐기거나 기념하는 때. 우리나라에는 설날, 대보름날, 단오, 추석, 동짓날 따위가 있다.
"
명절놀이,단어,혼종어,名節놀이,"한자 名節
고유어 놀이
","「명사」
","명절을 맞아 하는 여러 가지 놀이.
"
명절맞이,단어,혼종어,名節맞이,"한자 名節
고유어 맞이
","「명사」
","명절을 맞이하기 위하여 준비함. 또는 그런 준비.
"
명절빔,단어,혼종어,名節빔,"한자 名節
고유어 빔
","「명사」
","명절에 입거나 신는 새 옷이나 새 신발 따위를 이르는 말.
"
명절옷,단어,혼종어,名節옷,"한자 名節
고유어 옷
","「명사」
","명절 때 특별히 입는 옷.
"
명정,단어,한자어,明正,"한자 明正
","「명사」
","올바르게 밝힘.
"
명정거리,단어,혼종어,銘旌거리,"한자 銘旌
고유어 거리
","「명사」
","죽은 뒤에 명정에 올릴 재료라는 뜻으로, 변변치 못한 사람이 본분에 지나치게 행동함을 놀림조로 이르는 말.
"
