어휘,구성 단위,고유어 여부,원어,원어·어종,품사,뜻풀이
공수래공수거,단어,한자어,空手來空手去,"한자 空手來空手去
","「명사」
","빈손으로 왔다가 빈손으로 간다는 뜻으로, 재물에 욕심을 부릴 필요가 없음을 이르는 말.
"
공수받이,단어,고유어,,,"「명사」
","무당으로부터 죽은 사람의 넋이 전한다는 말을 듣는 일. 굿을 주관하는 계주(季主)나 그 밖에 굿에 참석한 사람에게 공수를 주면 그것을 받는다.
"
공수병,단어,한자어,恐水病,"한자 恐水病
","「명사」
","‘광견병’을 달리 이르는 말. 물을 무서워하는 병이라는 뜻이다.
"
공수부정,단어,한자어,公須副正,"한자 公須副正
","「명사」
","고려 시대에, 지방 관아의 재무를 맡아보던 향직 여섯째 등급의 벼슬.
"
공수사,단어,한자어,公須史,"한자 公須史
","「명사」
","고려 시대에, 지방 관아의 재무를 맡아보던 향직 벼슬. 등급은 향직 9등급 가운데 부정(副正)의 아래인 병창사에 해당한다.
"
공수시립,단어,한자어,拱手侍立,"한자 拱手侍立
","「명사」
","두 손을 공손히 모아 절하고 섬. 웃어른을 공경하여 모신다는 뜻이다.
"
공수시지,단어,한자어,公須柴地,"한자 公須柴地
","「명사」
","고려 시대에, 그 수익을 관아의 경비로 쓰던 임야.
"
공수위,단어,한자어,公須位,"한자 公須位
","「명사」
","관아의 접대비나 역(驛)의 경비를 충당하게 하기 위하여 지급하던 토지.
"
공수전,단어,한자어,公須田,"한자 公須田
","「명사」
","관아의 접대비나 역(驛)의 경비를 충당하게 하기 위하여 지급하던 토지.
"
공수정,단어,한자어,公須正,"한자 公須正
","「명사」
","고려 시대에, 지방 관아의 재무를 맡아보던 향직 넷째 등급의 벼슬.
"
공수죄괴,단어,한자어,功首罪魁,"한자 功首罪魁
","「명사」
","공도 최고이며, 동시에 죄도 최고임.
"
공수칭사,단어,한자어,拱手稱謝,"한자 拱手稱謝
","「명사」
","두 손을 마주 잡고 사례함.
"
공수표,단어,한자어,空手票,"한자 空手票
","「명사」
","「1」은행에 거래가 없거나 거래가 정지된 사람이 발행한 수표.
「2」당좌 거래를 하는 사람이 발행한 수표로서, 은행에 지급을 받기 위하여 제시한 경우 잔액이 없어 거절당한 수표.
「3」실행이 없는 약속을 비유적으로 이르는 말.
"
공수형,단어,한자어,空手形,"한자 空手形
","「명사」
","‘공어음’의 전 용어.
"
공순이,단어,혼종어,工순이,"한자 工
고유어 순이
","「명사」
","「1」공장에서 일하는 여자를 낮잡아 이르는 말.
「2」공고나 공대를 다니는 여자 학생을 낮잡아 이르는 말.
"
공술,단어,혼종어,空술,"한자 空
고유어 술
","「명사」
","공짜로 얻어먹는 술.
"
공술서,단어,한자어,供述書,"한자 供述書
","「명사」
","피의자가 경찰이나 검찰 등에서 진술한 내용을 적은 문서.
"
공술인,단어,한자어,公述人,"한자 公述人
","「명사」
","공청회 따위에서 이해관계가 있거나 학식, 경험 따위가 많아서 의견을 말하는 사람.
"
공습,단어,한자어,攻襲,"한자 攻襲
","「명사」
","갑자기 공격하여 침.
"
공습경보,단어,한자어,空襲警報,"한자 空襲警報
","「명사」
","적의 항공기가 공습하여 왔을 때 위험을 알리는 경보. 사이렌, 종, 깃발, 육성 따위의 신속한 통신 수단을 이용한다.
"
공습관제,단어,한자어,空襲管制,"한자 空襲管制
","「명사」
","적의 항공기가 야간에 공습할 때 실시하는 등화관제.
"
공시,단어,한자어,公示,"한자 公示
","「명사」
","「1」일정한 내용을 공개적으로 게시하여 일반에게 널리 알림. 또는 그렇게 알리는 글.
「2」공공 기관이 권리의 발생, 변경, 소멸 따위의 내용을 공개적으로 게시하여 일반에게 널리 알림. 또는 그렇게 알리는 글.
"
공시가,단어,한자어,公示價,"한자 公示價
","「명사」
","정부나 공공 기관에서 공시한 값.
"
공시당상,단어,한자어,貢市堂上,"한자 貢市堂上
","「명사」
","조선 후기에, 의정부 내의 공사색에 속하여 공계(貢契)와 시전(市廛)의 사무를 맡아보던 벼슬아치.
"
공시론,단어,한자어,共時論,"한자 共時論
","「명사」
","어떤 언어 현상을 한 시대에 한정하여 연구하는 학문. 언어학의 한 분야이다.
"
공시문,단어,한자어,公示文,"한자 公示文
","「명사」
","일정한 내용을 공개적으로 게시하여 일반에게 널리 알리는 글.
"
공시체,단어,한자어,供試體,"한자 供試體
","「명사」
","일정한 규격으로 만들어 재질을 시험할 때 쓰는 나뭇조각이나 콘크리트 조각.
"
공시태,단어,한자어,共時態,"한자 共時態
","「명사」
","변화가 정지 상태에 있는 어떤 한 시기의 언어 상태.
"
공시표,단어,한자어,公示表,"한자 公示表
","「명사」
","증권 거래소에서, 매일매일 거래의 종별마다 거래원과 회원의 수도(受渡) 기일별로 그 매매고를 발표하는 표.
"
공시학,단어,한자어,公示學,"한자 公示學
","「명사」
","독일에서 발전한 넓은 의미의 신문학(新聞學). 대중 매체 외에 연극, 선전, 연설, 포스터 따위의 일체의 공시적 현상을 다룬다. 미국의 커뮤니케이션학과 비슷한 점이 많다.
"
공시험,단어,한자어,空試驗,"한자 空試驗
","「명사」
","시료를 넣지 않고, 다른 조건은 수행하고자 하는 실험에서와 똑같게 하여 하는 실험 조작.
"
공식,단어,한자어,公式,"한자 公式
","「명사」
","「1」국가적이나 사회적으로 인정된 공적인 방식.
「2」틀에 박힌 형식이나 방식.
「3」계산의 법칙 따위를 문자와 기호로 나타낸 식.
"
공식건축,단어,한자어,拱式建築,"한자 拱式建築
","「명사」
","출입구의 윗부분을 아치 모양으로 둥글게 만드는 건축 양식.
"
공식구조,단어,한자어,拱式構造,"한자 拱式構造
","「명사」
","출입구의 윗부분을 아치 모양으로 둥글게 만드는 건축 구조.
"
공식론,단어,한자어,公式論,"한자 公式論
","「명사」
","틀에 박힌 원칙에 얽매여 상황의 변화에 대처하는 적절한 조치를 취하지 않으려는 태도.
"
공식성,단어,한자어,共食性,"한자 共食性
","「명사」
","사람이 사람 고기를 먹는 습관.
"
공식어,단어,한자어,公式語,"한자 公式語
","「명사」
","정치상 또는 국민 교육상 표준으로 삼아 쓰는 말.
"
공식전,단어,한자어,公式戰,"한자 公式戰
","「명사」
","공식적으로 하는 시합이나 경기.
"
공식주의,단어,한자어,公式主義,"한자 公式主義
","「명사」
","틀에 박힌 원칙에 얽매여 상황의 변화에 대처하는 적절한 조치를 취하지 않으려는 태도.
"
공식집,단어,한자어,公式集,"한자 公式集
","「명사」
","여러 가지 공식을 모아 놓은 것. 또는 그런 책.
"
공식화,단어,한자어,公式化,"한자 公式化
","「명사」
","「1」공적(公的)으로 정해진 형식이나 방식이 됨. 또는 그렇게 함.
「2」틀에 박힌 것이 됨. 또는 그렇게 함.
"
공신,단어,한자어,公信,"한자 公信
","「명사」
","국가의 지급 의사와 지급 능력에 대한 대부 자본가·자금 소유자의 신뢰.
"
공신노비,단어,한자어,功臣奴婢,"한자 功臣奴婢
","「명사」
","조선 시대에, 나라에서 공신에게 내리던 노비.
"
공신녹권,단어,한자어,功臣錄券,"한자 功臣錄券
","「명사」
","고려·조선 시대에, 공신에게 수여하던 상훈 문서.
"
공신도감,단어,한자어,功臣都監,"한자 功臣都監
","「명사」
","조선 시대에, 공신을 표창해야 할 일이 생겼을 때, 공신의 업적을 실사(實査)하기 위하여 임시로 설치한 관아. 세종 16년(1434)에 충훈사로 고쳤다.
"
공신력,단어,한자어,公信力,"한자 公信力
","「명사」
","「1」공적인 신뢰를 받을 만한 능력.
「2」권리관계를 추측할 수 있는 등기나 점유 따위의 외형적 요건이 있을 경우에, 그것을 믿고 행한 법률 행위를 유효한 것으로 인정하는 법률적인 효력.
"
공신록,단어,한자어,功臣錄,"한자 功臣錄
","「명사」
","조선 시대에 홍보(洪寶)가 이인거의 난을 평정하여 소무원종공신이 된 사람들의 녹권(錄券)을 편집한 책. 조선 인조 6년(1628)에 간행되었다. 1권 1책.
"
공신상훈교서,단어,한자어,功臣賞勳敎書,"한자 功臣賞勳敎書
","「명사」
","조선 시대에, 공신도감에서 공신에게 수여하던 상훈 문서. 수사자(受賜者) 각 개인의 공적과 상전(賞典)을 기록한 문서이다.
"
공신용,단어,한자어,公信用,"한자 公信用
","「명사」
","국가의 지급 의사와 지급 능력에 대한 대부 자본가·자금 소유자의 신뢰.
"
공신전,단어,한자어,功臣田,"한자 功臣田
","「명사」
","고려·조선 시대에, 국가에 훈공이 있는 사람에게 내리던 논밭.
"
공신정훈,단어,한자어,功臣正勳,"한자 功臣正勳
","「명사」
","공신으로서 3등 이상인 사람.
"
공신축,단어,한자어,功臣軸,"한자 功臣軸
","「명사」
","고려·조선 시대에, 공신에게 수여하던 상훈 문서.
"
공신포,단어,한자어,貢身布,"한자 貢身布
","「명사」
","조선 시대에, 관아의 노비가 노역(勞役) 대신 바치던 베나 무명. 남자 종은 한 필 반, 여자 종은 한 필씩을 바쳤다.
"
공실,단어,한자어,公室,"한자 公室
","「명사」
","「1」공적인 사무를 보는 방.
「2」제후(諸侯)의 집.
"
공실률,단어,한자어,空室率,"한자 空室率
","「명사」
","업무용 빌딩에서 비어 있는 사무실이 차지하는 비율.
"
공실험,단어,한자어,空實驗,"한자 空實驗
","「명사」
","시료를 넣지 않고, 다른 조건은 수행하고자 하는 실험에서와 똑같게 하여 하는 실험 조작.
"
공심,단어,한자어,公心,"한자 公心
","「명사」
","공평하여 사사로움이 없는 마음.
"
공심돈,단어,한자어,空心墩,"한자 空心墩
","「명사」
","성(城)에 있는 돈대(墩臺)의 하나. 내벽과 외벽을 원형 또는 방형(方形)으로 2~3층 쌓아 올리고 위에는 누정을 세웠으며, 벽에 총구를 내어 내·외벽을 돌면서 적을 사격할 수 있게 되어 있다. 조선 시대에 건설한 화성에는 이러한 성곽 건축 구조물이 세 개 있다.
"
공심재,단어,한자어,空心齋,"한자 空心齋
","「명사」
","영성체하기 전 한 시간 동안 아무것도 먹지 않는 일.
"
공심판,단어,한자어,公審判,"한자 公審判
","「명사」
","「1」일반인들의 방청을 허용하는 재판. 법원의 절차를 국민의 감시하에 둠으로써 법의 공정한 운용을 보장한다.
「2」세계의 종말에 예수 그리스도가 재림하여 인류를 심판한다는 사상. 종교화의 제재로 쓰기도 하는 것으로, 특히 미켈란젤로가 그린 벽화가 유명하다.
"
공아,단어,한자어,公衙,"한자 公衙
","「명사」
","예전에, 벼슬아치들이 모여 나랏일을 처리하던 곳.
"
공악호,단어,한자어,工樂戶,"한자 工樂戶
","「명사」
","물건 만드는 일을 맡아 하던 사람과, 관아에 딸려 노래와 춤을 맡아 하던 사람을 아울러 이르는 말.
"
공안,단어,한자어,公安,"한자 公安
","「명사」
","공공의 안녕과 질서가 편안히 유지되는 상태. 또는 그런 상태를 지키는 사람.
"
공안국,단어,한자어,孔安國,"한자 孔安國
","「명사」
","중국 전한(前漢) 때의 학자(?~?). 자는 자국(子國). 공자의 제11대 손(孫)으로, 공자가 살던 옛집에서 발견된 ≪상서≫·≪예기≫·≪논어≫·≪효경≫ 따위의 책을 해독하고 그 책들의 주석을 남겼다. 이때부터 고문학(古文學)이 시작되었다고 한다.
"
공안상정청,단어,한자어,貢案詳定廳,"한자 貢案詳定廳
","「명사」
","조선 시대에, 공물의 부과·징수를 조정하기 위하여 필요에 따라 임시로 설치하던 관아. 이전의 공안상정소를 연산군 7년(1501)에 고친 것이다.
"
공안선,단어,한자어,公案禪,"한자 公案禪
","「명사」
","공안을 공부함으로써 진리를 깨닫고자 하는 선(禪).
"
공안지곡,단어,한자어,恭安之曲,"한자 恭安之曲
","「명사」
","고려 시대에, 태묘에서 납향을 지낼 때 차린 음식을 뒤로 물리면서 연주하던 악곡.
"
공알,단어,고유어,,,"「명사」
","‘음핵’을 일상적으로 이르는 말.
"
공압노인,단어,한자어,空押路引,"한자 空押路引
","「명사」
","불법으로 내주던, 이름을 쓰지 않은 여행 증명서.
"
공액,단어,한자어,共軶,"한자 共軶
","「명사」
","두 개의 점, 선, 수가 서로 특수한 관계에 있어 바꾸어 놓아도 그 성질에 변화가 없을 경우에, 그 둘의 관계를 이르는 말.
"
공액계,단어,한자어,共軶系,"한자 共軶系
","「명사」
","유기 화합물에서, 단일 결합 한 개를 사이에 두고 서로 이어지는 이중 결합. 뷰타다이엔, 벤젠 따위에서 볼 수 있다.
"
공액근,단어,한자어,共軶根,"한자 共軶根
","「명사」
","서로가 켤레 복소수인 두 근 가운데에서 한 근을 다른 한 근에 상대하여 이르는 말.
"
공액산,단어,한자어,共軶酸,"한자 共軶酸
","「명사」
","어떤 염기가 수소 이온을 받아 생성된 산을 그 염기에 대하여 이르는 말.
"
공액상,단어,한자어,共軶相,"한자 共軶相
","「명사」
","홀로그래피에서 기록을 재생할 때 만들어지는 파면(波面) 가운데서 위상(位相)의 부호가 처음의 신호파와 다른 파면에 의하여 만들어지는 상.
"
공야,단어,한자어,空夜,"한자 空夜
","「명사」
","외롭고 쓸쓸한 밤.
"
공야사,단어,한자어,攻冶司,"한자 攻冶司
","「명사」
","조선 시대에, 공조에 속하여 장색(匠色)이 만드는 물건에 관한 사무를 맡아보던 관아.
"
공약,단어,한자어,公約,"한자 公約
","「명사」
","「1」정부, 정당, 입후보자 등이 어떤 일에 대하여 국민에게 실행할 것을 약속함. 또는 그런 약속.
「2」공법에서, ‘계약’을 이르는 말.
"
공약량,단어,한자어,公約量,"한자 公約量
","「명사」
","같은 종류인 둘 이상의 양에 공통으로 들어 있는 분량. 두 개의 양(量) A, B가 다른 하나의 양 C의 정배수일 때, C를 A와 B의 이것이라 한다. 6mg과 10mg의 경우에 2mg이 이에 해당한다.
"
공약수,단어,한자어,公約數,"한자 公約數
","「명사」
","「1」둘 이상의 정수 또는 정식에 공통되는 약수.
「2」여러 사물이 공통으로 가지고 있는 요소를 비유적으로 이르는 말.
"
공양,단어,한자어,供養,"한자 供養
","「명사」
","「1」웃어른을 모시어 음식 이바지를 함.
「2」불(佛), 법(法), 승(僧)의 삼보(三寶)나 죽은 이의 영혼에게 음식, 꽃 따위를 바치는 일. 또는 그 음식.
「3」절에서, 음식을 먹는 일.
"
공양간,단어,한자어,供養間,"한자 供養間
","「명사」
","절의 부엌을 이르는 말.
"
공양고,단어,한자어,公羊高,"한자 公羊高
","「명사」
","중국 춘추 전국 시대 제나라의 학자(?~?). 자하(子夏)의 제자로, 저서에 ≪춘추≫의 주석서인 ≪공양전≫이 있다.
"
공양미,단어,한자어,供養米,"한자 供養米
","「명사」
","공양에 쓰는 쌀.
"
공양법,단어,한자어,供養法,"한자 供養法
","「명사」
","밀교의 의식(儀式)에 관한 방법과 규칙. 또는 그 방법과 규칙을 기록한 책. 밀교의 본경(本經)에서 말하는, 부처·보살·하늘·신 따위를 염불·공양하는 방법과 규칙을 기록하였다.
"
공양사,단어,한자어,貢洋紗,"한자 貢洋紗
","「명사」
","질이 좋고 바탕이 고운 서양사(西洋紗).
"
공양왕,단어,한자어,恭讓王,"한자 恭讓王
","「명사」
","고려 제34대 마지막 왕(1345~1394). 이름은 요(瑤). 이성계 일파에 의하여 왕위에 올랐으나 실권을 빼앗겼고, 정몽주가 살해된 뒤에 폐위당하고 살해되었다. 재위 기간은 1389~1392년이다.
"
공양전,단어,한자어,公羊傳,"한자 公羊傳
","「명사」
","중국 제나라의 공양고(公羊高)가 쓴 ≪춘추≫의 주석서. ≪춘추≫를 역사 철학적 관점에서 해석하였으며, ≪좌씨전≫, ≪곡량전≫과 더불어 ‘춘추삼전’이라고 한다. 11권.
"
공양주,단어,한자어,供養主,"한자 供養主
","「명사」
","「1」절에 시주하는 사람.
「2」절에서 밥 짓는 일을 주로 하는 사람.
"
공양지사,단어,한자어,公養之仕,"한자 公養之仕
","「명사」
","임금의 우대에 감동하여 출사(出仕)함을 이르던 말.
"
공양탑,단어,한자어,供養塔,"한자 供養塔
","「명사」
","부처에게 공양하는 뜻으로 세운 작은 탑.
"
공양학,단어,한자어,公羊學,"한자 公羊學
","「명사」
","중국의 춘추삼전 가운데 ≪공양전≫에 바탕을 두고 공자의 사상을 연구하면서, 왕조의 교체와 사회의 진화를 설명하고 정치를 비판한 학문. 중국 한나라 때에 창시되고 청나라 말기에 캉유웨이(康有爲)가 학문적 체계를 세웠다.
"
공양학파,단어,한자어,公羊學派,"한자 公羊學派
","「명사」
","동양 철학에서, ≪공양전≫에 바탕을 두고 공자의 사상을 연구하는 학파. 장존여(莊存與)에서 시작되어, 청나라 말기에 캉유웨이에 의하여 크게 발달하였다.
"
공어,단어,한자어,公魚,"한자 公魚
","「명사」
","학꽁칫과의 바닷물고기. 몸의 길이는 40cm 정도이고 가늘고 길며, 등 쪽은 푸른 녹색, 배 쪽은 은빛 흰색이다. 아래턱이 바늘처럼 길게 나와 있으며 물 위를 나는 듯이 뛰는 습성이 있다. 맛이 좋아 식용하는데 한국, 일본, 대만 등지의 바다에 산다.
"
공어음,단어,혼종어,空어음,"한자 空
고유어 어음
","「명사」
","실제의 상거래가 없이 순수하게 자금을 조달하려고 발행한 어음.
"
공언,단어,한자어,公言,"한자 公言
","「명사」
","「1」여러 사람 앞에 명백하게 공개하여 말함. 또는 그렇게 하는 말.
「2」공평한 말.
"
공언무시,단어,한자어,空言無施,"한자 空言無施
","「명사」
","빈말만 하고 실천이 따르지 아니함.
"
공업,단어,한자어,工業,"한자 工業
","「명사」
","원료를 인력이나 기계력으로 가공하여 유용한 물자를 만드는 산업. 예전에는 주로 가내 공업이었으나 기계의 발달에 따라 대규모로 되었다. 제조업, 건설업 따위의 제이차 산업을 이르는 말이다.
"
공업가,단어,한자어,工業家,"한자 工業家
","「명사」
","공업에 종사하는 사람.
"
공업계,단어,한자어,工業界,"한자 工業界
","「명사」
","공업과 관련된 일에 종사하는 조직체나 개인의 활동 분야.
"
공업국,단어,한자어,工業國,"한자 工業國
","「명사」
","공업이 발달하여 산업의 주를 이루는 나라.
"
공업권,단어,한자어,工業權,"한자 工業權
","「명사」
","공법에서, 의장(意匠)·발명 따위를 독점적으로 이용할 수 있는 권리. 특허권, 의장권, 실용신안권, 상표권의 네 가지가 있다.
"
공업로,단어,한자어,工業爐,"한자 工業爐
","「명사」
","광석이나 금속 따위의 재료를 가열하거나 녹이는 장치.
"
공업사,단어,한자어,工業社,"한자 工業社
","「명사」
","기계, 설비, 자동차 따위를 생산하거나 수리하는 일을 전문으로 하는 회사. 
"
공업생산물,단어,한자어,工業生産物,"한자 工業生産物
","「명사」
","원료를 인력이나 기계력으로 가공하여 만들어 내는 물건.
"
공업염,단어,한자어,工業鹽,"한자 工業鹽
","「명사」
","가공하지 아니한 소금. 화학 공업의 원료로 쓴다.
"
공업용,단어,한자어,工業用,"한자 工業用
","「명사」
","공업에 쓰임. 또는 그런 물건.
"
공업용수,단어,한자어,工業用水,"한자 工業用水
","「명사」
","공업 제품의 생산 과정에서 냉각, 제품 처리 따위에 쓰는 물. 그전에는 흔히 지하수를 썼으나, 땅 표면이 내려앉는 문제가 있어서 요즘에는 공업용 수도를 만들어서 물을 공급하는 방법을 쓰고 있다.
"
공업용재,단어,한자어,工業用材,"한자 工業用材
","「명사」
","펄프나 제지, 가구, 일용품, 기계 제작 따위의 공업 부문에 쓰는 나무.
"
공업품,단어,한자어,工業品,"한자 工業品
","「명사」
","공업 부문에서 생산한 물품.
"
공업항,단어,한자어,工業港,"한자 工業港
","「명사」
","주로 공업 도시에 속하여 화물선을 출입·정박시키고 공장용 원료 또는 그 제품을 하역하는 항구.
"
공업화,단어,한자어,工業化,"한자 工業化
","「명사」
","산업 구성의 중점이 농업·광업 따위의 원시산업에서 가공 산업으로 옮아감. 또는 그렇게 함.
"
공여,단어,한자어,公餘,"한자 公餘
","「명사」
","공무를 보다가 잠시 내는 짬.
"
공역,단어,한자어,工役,"한자 工役
","「명사」
","「1」토목이나 건축 따위의 일.
「2」공사를 이룩하는 일.
"
공역서,단어,한자어,供驛署,"한자 供驛署
","「명사」
","고려 시대에, 병부(兵部)에 속하여 역마(驛馬)를 맡아보던 관아. 각 도의 우역(郵驛) 관리, 명령 전달, 역마 동원 따위의 군사 임무를 맡았다.
"
공연,단어,한자어,公演,"한자 公演
","「명사」
","음악, 무용, 연극 따위를 많은 사람 앞에서 보이는 일.
"
공연계,단어,한자어,公演界,"한자 公演界
","「명사」
","공연에 관련된 일에 종사하는 사람들의 활동 분야.
"
공연권,단어,한자어,公演權,"한자 公演權
","「명사」
","영화, 음반 따위의 저작자가 그 저작물을 공연할 수 있는 배타적 권리.
"
공연료,단어,한자어,公演料,"한자 公演料
","「명사」
","공연을 한 대가로 받는 돈.
"
공연법,단어,한자어,公演法,"한자 公演法
","「명사」
","예술의 자유를 보장하고 건전한 국민 오락을 육성하기 위하여 공연에 관한 사항을 규정한 법률.
"
공연장,단어,한자어,公演場,"한자 公演場
","「명사」
","극장, 음악당 따위의 공연을 하는 장소.
"
공연진,단어,한자어,公演陣,"한자 公演陣
","「명사」
","공연하는 사람들로 구성된 집단.
"
공연회,단어,한자어,公演會,"한자 公演會
","「명사」
","공연을 하기 위한 모임.
"
공열,단어,한자어,恭悅,"한자 恭悅
","「명사」
","삼가 기뻐함.
"
공염불,단어,한자어,空念佛,"한자 空念佛
","「명사」
","「1」신심(信心)이 없이 입으로만 외는 헛된 염불.
「2」실천이나 내용이 따르지 않는 주장이나 말을 비유적으로 이르는 말.
"
공염송,단어,한자어,空念誦,"한자 空念誦
","「명사」
","정성을 들이지 않고 그냥 불경을 외기만 하는 일.
"
공영,단어,한자어,公營,"한자 公營
","「명사」
","주로 공적인 기관에서 공공의 이익을 위하여 경영하거나 관리함. 또는 그렇게 하는 사업.
"
공영달,단어,한자어,孔穎達,"한자 孔穎達
","「명사」
","중국 당나라의 학자(574~648). 자는 중달(仲達). 태종 때 국자감의 좨주가 되고, 위징과 함께 ≪수서≫를 편찬하였다. 또 ≪오경정의≫를 편찬하여 오경 해석의 통일을 시도하였다.
"
공영사,단어,한자어,公領使,"한자 公領使
","「명사」
","공사와 영사를 아울러 이르는 말.
"
공영제,단어,한자어,公營制,"한자 公營制
","「명사」
","주로 공적인 기관에서 공공의 이익을 위하여 경영하거나 관리하는 제도.
"
공영화,단어,한자어,公營化,"한자 公營化
","「명사」
","영리를 목적으로 하지 아니하고 공공의 이익을 도모하는 기관으로 됨. 또는 그렇게 함.
"
공예,단어,한자어,工藝,"한자 工藝
","「명사」
","「1」물건을 만드는 기술에 관한 재주.
「2」기능과 장식의 양면을 조화시켜 직물, 염직, 칠기, 도자기 따위의 일상생활에 필요한 물건을 만드는 일.
"
공예가,단어,한자어,工藝家,"한자 工藝家
","「명사」
","공예에 관한 전문적인 기술과 지식을 가진 사람.
"
공예술,단어,한자어,工藝術,"한자 工藝術
","「명사」
","공예품을 만드는 기술.
"
공예식,단어,한자어,工藝式,"한자 工藝式
","「명사」
","공예 작물을 심어 가꾸는 집약적인 경종 방식.
"
공예품,단어,한자어,工藝品,"한자 工藝品
","「명사」
","실용적이면서 예술적 가치가 있게 만든 물품.
"
공예학,단어,한자어,工藝學,"한자 工藝學
","「명사」
","공예에 관한 이론과 실제를 연구하는 학문.
"
공옥,단어,한자어,攻玉,"한자 攻玉
","「명사」
","「1」옥을 갊.
「2」수양을 쌓고 지덕(知德)을 닦음을 비유적으로 이르는 말.
"
공옹,단어,한자어,工翁,"한자 工翁
","「명사」
","신라 때에, 본피궁에 속하여 석씨(昔氏) 본궁(本宮)의 관리를 맡아보던 벼슬.
"
공왕,단어,한자어,空王,"한자 空王
","「명사」
","‘부처01’를 높여 이르는 말.
"
공용,단어,한자어,公用,"한자 公用
","「명사」
","「1」공공의 목적으로 씀. 또는 그런 물건.
「2」공적인 용무.
「3」공공 단체에서 공적으로 쓰는 비용.
"
공용급수,단어,한자어,共用給水,"한자 共用給水
","「명사」
","공동으로 쓰는 수도에 물을 공급함.
"
공용꼭지,단어,혼종어,共用꼭지,"한자 共用
고유어 꼭지
","「명사」
","여럿이 함께 사용하는 수도전(水道栓). 또는 그런 수도꼭지.
"
공용림,단어,한자어,供用林,"한자 供用林
","「명사」
","「1」목재 따위의 임산물을 이용하거나 이익을 얻기 위해서 가꾸는 삼림.
「2」사람이 씨를 뿌리거나 나무를 심어 만든 숲.
"
공용문서,단어,한자어,公用文書,"한자 公用文書
","「명사」
","공공 기관이나 단체에서 공식으로 작성한 서류.
"
공용물,단어,한자어,公用物,"한자 公用物
","「명사」
","직접적으로 공용 목적을 위하여 국가나 공공 단체 자체의 사용에 제공되는 물건. 행정 기관의 건물, 집기, 비품, 공무원의 관사 따위가 있다.
"
공용벽돌,단어,혼종어,拱用甓돌,"한자 拱用甓
고유어 돌
","「명사」
","홍예문을 세우는 데 쓰는 쐐기 모양의 벽돌. 구워서 만들거나 또는 갈거나 깎아서 쓴다.
"
공용어,단어,한자어,公用語,"한자 公用語
","「명사」
","「1」한 나라 안에서 공식적으로 쓰는 언어.
「2」국제회의나 기구에서 공식적으로 쓰는 언어.
"
공용연와,단어,한자어,拱用煉瓦,"한자 拱用煉瓦
","「명사」
","홍예문을 세우는 데 쓰는 쐐기 모양의 벽돌. 구워서 만들거나 또는 갈거나 깎아서 쓴다.
"
공용외출,단어,한자어,公用外出,"한자 公用外出
","「명사」
","근무 시간 중에 공무로 외출함.
"
공용외출증,단어,한자어,公用外出證,"한자 公用外出證
","「명사」
","공무를 띤 외출임을 증명하여 소속장이 발행하는 증명서.
"
공용전,단어,한자어,共用栓,"한자 共用栓
","「명사」
","여럿이 함께 사용하는 수도전(水道栓). 또는 그런 수도꼭지.
"
공용증,단어,한자어,公用證,"한자 公用證
","「명사」
","공적인 임무를 띠고 있음을 증명하는 서류.
"
공용품,단어,한자어,共用品,"한자 共用品
","「명사」
","공동으로 쓰는 물품.
"
공용화,단어,한자어,共用化,"한자 共用化
","「명사」
","함께 쓰게 됨. 또는 그렇게 함.
"
공운,단어,한자어,空運,"한자 空運
","「명사」
","항공 수단을 써서 사람이나 물건을 실어 나르는 일.
"
공원,단어,한자어,工員,"한자 工員
","「명사」
","공장에서 노동에 종사하는 사람.
"
공원경관,단어,한자어,公園景觀,"한자 公園景觀
","「명사」
","건조한 지방에서 초지 사이에 수목이 섞여 있는 상태.
"
공원묘지,단어,한자어,公園墓地,"한자 公園墓地
","「명사」
","공원의 기능을 갖춘 공동묘지. 개인이나 종교 단체 따위에서 경영·관리한다.
"
공원수,단어,한자어,公園樹,"한자 公園樹
","「명사」
","공원의 경치를 좋게 하기 위하여 가꾸는 나무.
"
공원화,단어,한자어,公園化,"한자 公園化
","「명사」
","공원으로 만들거나 공원처럼 꾸밈.
"
공위,단어,한자어,功位,"한자 功位
","「명사」
","「1」공훈(功勳)과 지위(地位)를 아울러 이르는 말.
「2」공로에 따라서 얻는 벼슬자리.
"
공위군,단어,한자어,攻圍軍,"한자 攻圍軍
","「명사」
","공격하여 포위하는 군대.
"
공유,단어,한자어,公有,"한자 公有
","「명사」
","국가나 지방 자치 단체의 소유.
"
공유권,단어,한자어,公有權,"한자 公有權
","「명사」
","공법에서, 유체물을 완전히 지배할 수 있는 국가의 절대권. 하천에 대한 지배권 따위이다.
"
공유림,단어,한자어,公有林,"한자 公有林
","「명사」
","국가나 공공 단체가 소유하는 산림.
"
공유마주,단어,한자어,共有馬主,"한자 共有馬主
","「명사」
","경주마를 공동으로 소유하는 주인.
"
공유물,단어,한자어,公有物,"한자 公有物
","「명사」
","국가나 공공 단체가 소유하는 물건.
"
공유법,단어,한자어,共有法,"한자 共有法
","「명사」
","같은 때에 함께 있으면서 하나의 조직을 이루고 서로 떠나지 않는 법. 지(地), 수(水), 화(火), 풍(風)의 사대(四大)가 동시에 공존하여 조직을 이루는 것 따위이다.
"
공유자,단어,한자어,共有者,"한자 共有者
","「명사」
","일정한 물건을 공동으로 소유하고 있는 사람.
"
